,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
1080,Sun,2020-01-26,18:30,Real Sociedad,1.7,3–0,0.5,Mallorca,29912.0,Estadio Municipal de Anoeta,Santiago Jaime
1081,Sun,2020-01-26,21:00,Valladolid,0.3,0–1,0.5,Real Madrid,23404.0,Estadio Municipal José Zorrilla,Ricardo de Burgos
1083,Sat,2020-02-01,13:00,Granada,0.7,2–1,1.8,Espanyol,15226.0,Estadio Nuevo Los Cármenes,Guillermo Cuadra
1084,Sat,2020-02-01,16:00,Real Madrid,1.1,1–0,0.2,Atlético Madrid,77223.0,Estadio Santiago Bernabéu,Javier Estrada
1085,Sat,2020-02-01,18:30,Mallorca,0.5,0–1,0.8,Valladolid,13891.0,Iberostar Estadi,David Medié
1086,Sat,2020-02-01,21:00,Valencia,0.9,1–0,1.2,Celta Vigo,39637.0,Estadio de Mestalla,Pablo González
1087,Sun,2020-02-02,12:00,Leganés,1.1,2–1,0.1,Real Sociedad,10842.0,Estadio Municipal de Butarque,Mario Melero
1088,Sun,2020-02-02,14:00,Eibar,1.8,1–1,1.5,Betis,6558.0,Estadio Municipal de Ipurúa,Juan Martínez
1089,Sun,2020-02-02,16:00,Athletic Club,0.8,0–2,1.5,Getafe,40291.0,San Mamés,Alberola Rojas
1090,Sun,2020-02-02,18:30,Sevilla,1.4,1–1,0.6,Alavés,36286.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
1091,Sun,2020-02-02,18:30,Villarreal,1.7,3–1,0.9,Osasuna,17081.0,Estadio de la Cerámica,Valentín Pizarro
1092,Sun,2020-02-02,21:00,Barcelona,3.5,2–1,1.2,Levante,60295.0,Camp Nou,Adrián Cordero
1094,Fri,2020-02-07,21:00,Alavés,1.2,2–1,0.2,Eibar,17089.0,Estadio de Mendizorroza,Eduardo Prieto
1095,Sat,2020-02-08,13:00,Levante,0.9,2–0,1.0,Leganés,17110.0,Estadio Ciudad de Valencia,José González
1096,Sat,2020-02-08,16:00,Getafe,2.8,3–0,0.3,Valencia,13070.0,Coliseum Alfonso Pérez,Ricardo de Burgos
1097,Sat,2020-02-08,18:30,Valladolid,0.6,1–1,1.0,Villarreal,17547.0,Estadio Municipal José Zorrilla,Alejandro Hernández
1098,Sat,2020-02-08,21:00,Atlético Madrid,0.8,1–0,0.7,Granada,54113.0,Estadio Wanda Metropolitano,César Soto
1099,Sun,2020-02-09,12:00,Espanyol,1.0,1–0,0.6,Mallorca,32084.0,RCDE Stadium,Antonio Matéu Lahoz
1100,Sun,2020-02-09,14:00,Real Sociedad,1.6,2–1,0.3,Athletic Club,36730.0,Estadio Municipal de Anoeta,José Luis Munuera
1101,Sun,2020-02-09,16:00,Osasuna,0.8,1–4,2.4,Real Madrid,17000.0,Estadio El Sadar,Jesús Gil
1102,Sun,2020-02-09,18:30,Celta Vigo,1.2,2–1,1.0,Sevilla,20375.0,Estadio de Balaídos,Santiago Jaime
1103,Sun,2020-02-09,21:00,Betis,1.0,2–3,1.5,Barcelona,54526.0,Estadio Benito Villamarín,José Sánchez
1105,Fri,2020-02-14,21:00,Valencia,1.4,2–2,0.9,Atlético Madrid,42297.0,Estadio de Mestalla,David Medié
1106,Sat,2020-02-15,13:00,Mallorca,1.8,1–0,0.9,Alavés,12329.0,Iberostar Estadi,Valentín Pizarro
1107,Sat,2020-02-15,16:00,Barcelona,1.8,2–1,0.8,Getafe,89409.0,Camp Nou,Guillermo Cuadra
1108,Sat,2020-02-15,18:30,Villarreal,0.8,2–1,1.4,Levante,17269.0,Estadio de la Cerámica,Mario Melero
1109,Sat,2020-02-15,21:00,Granada,1.8,2–1,0.7,Valladolid,15782.0,Estadio Nuevo Los Cármenes,Juan Martínez
1110,Sun,2020-02-16,12:00,Sevilla,1.2,2–2,0.5,Espanyol,35661.0,Estadio Ramón Sánchez Pizjuán,Adrián Cordero
1111,Sun,2020-02-16,14:00,Leganés,0.9,0–0,0.5,Betis,11160.0,Estadio Municipal de Butarque,Javier Estrada
1112,Sun,2020-02-16,18:30,Athletic Club,0.7,0–1,0.4,Osasuna,44222.0,San Mamés,Pablo González
1113,Sun,2020-02-16,21:00,Real Madrid,1.5,2–2,1.0,Celta Vigo,62477.0,Estadio Santiago Bernabéu,Alberola Rojas
1115,Fri,2020-02-21,21:00,Betis,3.2,3–3,0.6,Mallorca,47231.0,Estadio Benito Villamarín,Jesús Gil
1116,Sat,2020-02-22,13:00,Celta Vigo,0.2,1–0,0.4,Leganés,19335.0,Estadio de Balaídos,José Luis Munuera
1117,Sat,2020-02-22,16:00,Barcelona,3.9,5–0,0.6,Eibar,66970.0,Camp Nou,César Soto
1118,Sat,2020-02-22,18:30,Real Sociedad,1.9,3–0,0.3,Valencia,31381.0,Estadio Municipal de Anoeta,José González
1119,Sat,2020-02-22,21:00,Levante,0.3,1–0,1.6,Real Madrid,23566.0,Estadio Ciudad de Valencia,Alejandro Hernández
1120,Sun,2020-02-23,12:00,Osasuna,0.7,0–3,1.5,Granada,14866.0,Estadio El Sadar,José Sánchez
1121,Sun,2020-02-23,14:00,Alavés,1.6,2–1,0.8,Athletic Club,19412.0,Estadio de Mendizorroza,Antonio Matéu Lahoz
1122,Sun,2020-02-23,16:00,Valladolid,1.4,2–1,1.2,Espanyol,19645.0,Estadio Municipal José Zorrilla,Eduardo Prieto
1123,Sun,2020-02-23,18:30,Getafe,0.3,0–3,2.3,Sevilla,13438.0,Coliseum Alfonso Pérez,Javier Estrada
1124,Sun,2020-02-23,21:00,Atlético Madrid,1.3,3–1,0.7,Villarreal,54462.0,Estadio Wanda Metropolitano,Ricardo de Burgos
1126,Fri,2020-02-28,21:00,Real Sociedad,1.2,1–0,0.5,Valladolid,30611.0,Estadio Municipal de Anoeta,Valentín Pizarro
1127,Sat,2020-02-29,13:00,Eibar,2.4,3–0,0.8,Levante,5920.0,Estadio Municipal de Ipurúa,Pablo González
1128,Sat,2020-02-29,16:00,Valencia,0.6,2–1,1.2,Betis,37418.0,Estadio de Mestalla,Adrián Cordero
1129,Sat,2020-02-29,18:30,Leganés,0.8,1–1,1.0,Alavés,10043.0,Estadio Municipal de Butarque,Juan Martínez
1130,Sat,2020-02-29,21:00,Granada,0.7,0–0,0.3,Celta Vigo,15877.0,Estadio Nuevo Los Cármenes,Guillermo Cuadra
1131,Sun,2020-03-01,12:00,Sevilla,1.8,3–2,1.6,Osasuna,31382.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
1132,Sun,2020-03-01,14:00,Athletic Club,2.7,1–0,0.8,Villarreal,36350.0,San Mamés,David Medié
1133,Sun,2020-03-01,16:00,Espanyol,1.1,1–1,0.8,Atlético Madrid,30360.0,RCDE Stadium,Alberola Rojas
1134,Sun,2020-03-01,18:30,Mallorca,0.1,0–1,0.7,Getafe,14241.0,Iberostar Estadi,Mario Melero
1135,Sun,2020-03-01,21:00,Real Madrid,1.1,2–0,1.0,Barcelona,78357.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
1137,Fri,2020-03-06,21:00,Alavés,1.2,1–1,0.5,Valencia,14083.0,Estadio de Mendizorroza,Jesús Gil
1138,Sat,2020-03-07,13:00,Eibar,0.9,1–2,1.1,Mallorca,6110.0,Estadio Municipal de Ipurúa,Javier Estrada
1139,Sat,2020-03-07,16:00,Atlético Madrid,2.6,2–2,1.5,Sevilla,60422.0,Estadio Wanda Metropolitano,Alejandro Hernández
1140,Sat,2020-03-07,18:30,Barcelona,1.9,1–0,0.7,Real Sociedad,77035.0,Camp Nou,Juan Martínez
1141,Sat,2020-03-07,21:00,Getafe,1.0,0–0,0.6,Celta Vigo,11286.0,Coliseum Alfonso Pérez,José Sánchez
1142,Sun,2020-03-08,12:00,Osasuna,2.0,1–0,0.3,Espanyol,15737.0,Estadio El Sadar,Ricardo de Burgos
1143,Sun,2020-03-08,14:00,Valladolid,1.9,1–4,0.7,Athletic Club,21632.0,Estadio Municipal José Zorrilla,José Luis Munuera
1144,Sun,2020-03-08,16:00,Levante,1.1,1–1,1.3,Granada,16168.0,Estadio Ciudad de Valencia,Eduardo Prieto
1145,Sun,2020-03-08,18:30,Villarreal,1.5,1–2,1.5,Leganés,16143.0,Estadio de la Cerámica,César Soto
1146,Sun,2020-03-08,21:00,Betis,1.2,2–1,1.4,Real Madrid,51521.0,Estadio Benito Villamarín,José González
1148,Tue,2020-03-10,20:00,Eibar,2.2,1–2,1.5,Real Sociedad,,Estadio Municipal de Ipurúa,David Medié
1150,Thu,2020-06-11,22:00,Sevilla,1.5,2–0,0.5,Betis,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
1151,Fri,2020-06-12,19:30,Granada,1.7,2–1,0.7,Getafe,,Estadio Nuevo Los Cármenes,David Medié
1152,Fri,2020-06-12,22:00,Valencia,0.8,1–1,1.3,Levante,,Estadio de Mestalla,Alberola Rojas
1153,Sat,2020-06-13,14:00,Espanyol,1.7,2–0,0.2,Alavés,,RCDE Stadium,Pablo González
1154,Sat,2020-06-13,17:00,Celta Vigo,0.1,0–1,2.0,Villarreal,,Estadio de Balaídos,Valentín Pizarro
1155,Sat,2020-06-13,19:30,Leganés,1.2,1–2,1.3,Valladolid,,Estadio Municipal de Butarque,Mario Melero
1156,Sat,2020-06-13,22:00,Mallorca,0.8,0–4,2.4,Barcelona,,Iberostar Estadi,Carlos del Cerro
1157,Sun,2020-06-14,14:00,Athletic Club,0.4,1–1,1.4,Atlético Madrid,,San Mamés,José González
1158,Sun,2020-06-14,19:30,Real Madrid,1.3,3–1,0.6,Eibar,,Estadio Alfredo Di Stéfano,Guillermo Cuadra
1159,Sun,2020-06-14,22:00,Real Sociedad,1.4,1–1,1.3,Osasuna,,Estadio Municipal de Anoeta,Adrián Cordero
1161,Mon,2020-06-15,19:30,Levante,0.8,1–1,0.8,Sevilla,,Estadio Ciudad de Valencia,Alejandro Hernández
1162,Mon,2020-06-15,22:00,Betis,1.7,2–2,0.7,Granada,,Estadio Benito Villamarín,César Soto
1163,Tue,2020-06-16,19:30,Getafe,1.3,0–0,0.9,Espanyol,,Coliseum Alfonso Pérez,José Luis Munuera
1164,Tue,2020-06-16,19:30,Villarreal,1.6,1–0,1.4,Mallorca,,Estadio de la Cerámica,Javier Estrada
1165,Tue,2020-06-16,22:00,Barcelona,1.5,2–0,0.8,Leganés,,Camp Nou,Juan Martínez
1166,Wed,2020-06-17,19:30,Valladolid,0.4,0–0,1.1,Celta Vigo,,Estadio Municipal José Zorrilla,Jesús Gil
1167,Wed,2020-06-17,19:30,Eibar,2.1,2–2,1.3,Athletic Club,,Estadio Municipal de Ipurúa,Eduardo Prieto
1168,Wed,2020-06-17,22:00,Osasuna,1.1,0–5,2.0,Atlético Madrid,,Estadio El Sadar,Ricardo de Burgos
1169,Thu,2020-06-18,19:30,Alavés,1.9,2–0,0.4,Real Sociedad,,Estadio de Mendizorroza,Santiago Jaime
1170,Thu,2020-06-18,22:00,Real Madrid,1.8,3–0,0.4,Valencia,,Estadio Alfredo Di Stéfano,José Sánchez
1172,Fri,2020-06-19,19:30,Mallorca,0.4,1–1,1.5,Leganés,,Iberostar Estadi,Antonio Matéu Lahoz
1173,Fri,2020-06-19,19:30,Granada,1.2,0–1,0.6,Villarreal,,Estadio Nuevo Los Cármenes,Guillermo Cuadra
1174,Fri,2020-06-19,22:00,Sevilla,0.5,0–0,0.6,Barcelona,,Estadio Ramón Sánchez Pizjuán,José González
1175,Sat,2020-06-20,14:00,Espanyol,0.5,1–3,1.6,Levante,,RCDE Stadium,Carlos del Cerro
1176,Sat,2020-06-20,17:00,Athletic Club,1.4,1–0,1.4,Betis,,San Mamés,Valentín Pizarro
1177,Sat,2020-06-20,19:30,Getafe,0.5,1–1,0.8,Eibar,,Coliseum Alfonso Pérez,Alberola Rojas
1178,Sat,2020-06-20,22:00,Atlético Madrid,1.1,1–0,0.5,Valladolid,,Estadio Wanda Metropolitano,Pablo González
1179,Sun,2020-06-21,14:00,Celta Vigo,2.7,6–0,0.4,Alavés,,Estadio de Balaídos,Adrián Cordero
1180,Sun,2020-06-21,19:30,Valencia,1.4,2–0,1.5,Osasuna,,Estadio de Mestalla,David Medié
1181,Sun,2020-06-21,22:00,Real Sociedad,0.6,1–2,1.4,Real Madrid,,Estadio Municipal de Anoeta,Javier Estrada
1183,Mon,2020-06-22,19:30,Villarreal,0.7,2–2,1.0,Sevilla,,Estadio de la Cerámica,José Sánchez
1184,Mon,2020-06-22,22:00,Leganés,1.5,0–0,0.3,Granada,,Estadio Municipal de Butarque,Ricardo de Burgos
1185,Tue,2020-06-23,19:30,Levante,0.8,0–1,1.2,Atlético Madrid,,Estadio Ciudad de Valencia,José Luis Munuera
1186,Tue,2020-06-23,19:30,Valladolid,1.5,1–1,0.7,Getafe,,Estadio Municipal José Zorrilla,César Soto
1187,Tue,2020-06-23,22:00,Barcelona,1.7,1–0,0.7,Athletic Club,,Camp Nou,Jesús Gil
1188,Wed,2020-06-24,19:30,Real Sociedad,0.7,0–1,0.9,Celta Vigo,,Estadio Municipal de Anoeta,Eduardo Prieto
1189,Wed,2020-06-24,19:30,Alavés,0.5,0–1,0.7,Osasuna,,Estadio de Mendizorroza,Alejandro Hernández
1190,Wed,2020-06-24,22:00,Real Madrid,1.5,2–0,0.6,Mallorca,,Estadio Alfredo Di Stéfano,Mario Melero
1191,Thu,2020-06-25,19:30,Eibar,0.5,1–0,0.5,Valencia,,Estadio Municipal de Ipurúa,Santiago Jaime
1192,Thu,2020-06-25,22:00,Betis,0.6,1–0,1.0,Espanyol,,Estadio Benito Villamarín,Juan Martínez
1194,Fri,2020-06-26,22:00,Sevilla,1.3,1–1,0.6,Valladolid,,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
1195,Sat,2020-06-27,14:00,Athletic Club,2.3,3–1,1.2,Mallorca,,San Mamés,Pablo González
1196,Sat,2020-06-27,17:00,Celta Vigo,2.6,2–2,1.8,Barcelona,,Estadio de Balaídos,Guillermo Cuadra
1197,Sat,2020-06-27,19:30,Osasuna,0.7,2–1,1.4,Leganés,,Estadio El Sadar,Alberola Rojas
1198,Sat,2020-06-27,22:00,Atlético Madrid,1.5,2–1,1.0,Alavés,,Estadio Wanda Metropolitano,Mario Melero
1199,Sun,2020-06-28,14:00,Levante,1.7,4–2,1.9,Betis,,Estadio Ciudad de Valencia,Santiago Jaime
1200,Sun,2020-06-28,17:00,Villarreal,1.4,2–0,0.3,Valencia,,Estadio de la Cerámica,José González
1201,Sun,2020-06-28,19:30,Granada,1.2,1–2,1.7,Eibar,,Estadio Nuevo Los Cármenes,Carlos del Cerro
1202,Sun,2020-06-28,22:00,Espanyol,0.8,0–1,2.2,Real Madrid,,RCDE Stadium,Antonio Matéu Lahoz
1203,Mon,2020-06-29,22:00,Getafe,1.1,2–1,0.8,Real Sociedad,,Coliseum Alfonso Pérez,Adrián Cordero
1205,Tue,2020-06-30,19:30,Mallorca,1.5,5–1,1.5,Celta Vigo,,Iberostar Estadi,Ricardo de Burgos
1206,Tue,2020-06-30,21:00,Leganés,0.6,0–3,1.3,Sevilla,,Estadio Municipal de Butarque,César Soto
1207,Tue,2020-06-30,22:00,Barcelona,1.4,2–2,1.9,Atlético Madrid,,Camp Nou,Alejandro Hernández
1208,Wed,2020-07-01,19:30,Valencia,1.3,0–2,0.7,Athletic Club,,Estadio de Mestalla,Javier Estrada
1209,Wed,2020-07-01,19:30,Alavés,1.1,0–2,1.1,Granada,,Estadio de Mendizorroza,Eduardo Prieto
1210,Wed,2020-07-01,22:00,Betis,0.4,0–2,2.2,Villarreal,,Estadio Benito Villamarín,Jesús Gil
1211,Wed,2020-07-01,22:00,Valladolid,1.7,0–0,0.2,Levante,,Estadio Municipal José Zorrilla,David Medié
1212,Thu,2020-07-02,19:30,Eibar,1.0,0–2,0.9,Osasuna,,Estadio Municipal de Ipurúa,José Luis Munuera
1213,Thu,2020-07-02,19:30,Real Sociedad,1.4,2–1,0.2,Espanyol,,Estadio Municipal de Anoeta,José Sánchez
1214,Thu,2020-07-02,22:00,Real Madrid,1.6,1–0,0.3,Getafe,,Estadio Alfredo Di Stéfano,Juan Martínez
1216,Fri,2020-07-03,22:00,Atlético Madrid,3.4,3–0,0.8,Mallorca,,Estadio Wanda Metropolitano,Alberola Rojas
1217,Sat,2020-07-04,17:00,Celta Vigo,0.3,1–1,0.6,Betis,,Estadio de Balaídos,Pablo González
1218,Sat,2020-07-04,19:30,Valladolid,0.4,1–0,0.4,Alavés,,Estadio Municipal José Zorrilla,Santiago Jaime
1219,Sat,2020-07-04,22:00,Granada,1.9,2–2,0.6,Valencia,,Estadio Nuevo Los Cármenes,Adrián Cordero
1220,Sun,2020-07-05,14:00,Athletic Club,0.3,0–1,2.1,Real Madrid,,San Mamés,José González
1221,Sun,2020-07-05,17:00,Espanyol,0.4,0–1,0.4,Leganés,,RCDE Stadium,Guillermo Cuadra
1222,Sun,2020-07-05,19:30,Osasuna,0.5,0–0,0.2,Getafe,,Estadio El Sadar,Mario Melero
1223,Sun,2020-07-05,22:00,Villarreal,1.0,1–4,3.0,Barcelona,,Estadio de la Cerámica,Carlos del Cerro
1224,Mon,2020-07-06,19:30,Levante,0.7,1–1,1.1,Real Sociedad,,Estadio Ciudad de Valencia,Valentín Pizarro
1225,Mon,2020-07-06,22:00,Sevilla,1.0,1–0,1.4,Eibar,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
1227,Tue,2020-07-07,19:30,Valencia,1.5,2–1,0.7,Valladolid,,Estadio de Mestalla,Ricardo de Burgos
1228,Tue,2020-07-07,22:00,Celta Vigo,0.3,1–1,1.4,Atlético Madrid,,Estadio de Balaídos,José Sánchez
1229,Wed,2020-07-08,20:30,Betis,2.1,3–0,0.6,Osasuna,,Estadio Benito Villamarín,Alejandro Hernández
1230,Wed,2020-07-08,20:30,Getafe,0.5,1–3,2.1,Villarreal,,Coliseum Alfonso Pérez,Javier Estrada
1231,Wed,2020-07-08,22:00,Barcelona,1.1,1–0,0.8,Espanyol,,Camp Nou,José Luis Munuera
1232,Thu,2020-07-09,19:30,Mallorca,1.3,2–0,1.1,Levante,,Iberostar Estadi,César Soto
1233,Thu,2020-07-09,19:30,Eibar,0.3,0–0,0.3,Leganés,,Estadio Municipal de Ipurúa,Eduardo Prieto
1234,Thu,2020-07-09,22:00,Athletic Club,0.8,1–2,1.6,Sevilla,,San Mamés,David Medié
1235,Fri,2020-07-10,19:30,Real Sociedad,1.3,2–3,0.5,Granada,,Estadio Municipal de Anoeta,Juan Martínez
1236,Fri,2020-07-10,22:00,Real Madrid,3.1,2–0,1.1,Alavés,,Estadio Alfredo Di Stéfano,Jesús Gil
1238,Sat,2020-07-11,17:00,Osasuna,1.4,2–1,1.2,Celta Vigo,,Estadio El Sadar,Valentín Pizarro
1239,Sat,2020-07-11,19:30,Valladolid,1.0,0–1,1.4,Barcelona,,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz
1240,Sat,2020-07-11,22:00,Atlético Madrid,0.7,1–0,1.3,Betis,,Estadio Wanda Metropolitano,José González
1241,Sun,2020-07-12,14:00,Espanyol,0.8,0–2,2.1,Eibar,,RCDE Stadium,Carlos del Cerro
1242,Sun,2020-07-12,17:00,Levante,1.2,1–2,1.0,Athletic Club,,Estadio Ciudad de Valencia,Alberola Rojas
1243,Sun,2020-07-12,19:30,Leganés,1.3,1–0,1.3,Valencia,,Estadio Municipal de Butarque,Mario Melero
1244,Sun,2020-07-12,22:00,Sevilla,1.7,2–0,0.4,Mallorca,,Estadio Ramón Sánchez Pizjuán,Adrián Cordero
1245,Mon,2020-07-13,19:30,Alavés,0.2,0–0,1.0,Getafe,,Estadio de Mendizorroza,Pablo González
1246,Mon,2020-07-13,19:30,Villarreal,0.3,1–2,0.9,Real Sociedad,,Estadio de la Cerámica,Guillermo Cuadra
1247,Mon,2020-07-13,22:00,Granada,0.9,1–2,0.5,Real Madrid,,Estadio Nuevo Los Cármenes,Santiago Jaime
1249,Thu,2020-07-16,18:30,Eibar,2.4,3–1,1.8,Valladolid,,Estadio Municipal de Ipurúa,César Soto
1250,Thu,2020-07-16,21:00,Valencia,1.3,1–0,0.8,Espanyol,,Estadio de Mestalla,Eduardo Prieto
1251,Thu,2020-07-16,21:00,Barcelona,1.4,1–2,0.7,Osasuna,,Camp Nou,José Sánchez
1252,Thu,2020-07-16,21:00,Athletic Club,0.6,0–2,1.6,Leganés,,San Mamés,Juan Martínez
1253,Thu,2020-07-16,21:00,Celta Vigo,1.4,2–3,1.0,Levante,,Estadio de Balaídos,José Luis Munuera
1254,Thu,2020-07-16,21:00,Real Sociedad,0.6,0–0,0.5,Sevilla,,Estadio Municipal de Anoeta,Carlos del Cerro
1255,Thu,2020-07-16,21:00,Getafe,1.4,0–2,1.3,Atlético Madrid,,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
1256,Thu,2020-07-16,21:00,Betis,1.7,1–2,1.5,Alavés,,Estadio Benito Villamarín,David Medié
1257,Thu,2020-07-16,21:00,Real Madrid,1.7,2–1,0.7,Villarreal,,Estadio Alfredo Di Stéfano,Alejandro Hernández
1258,Thu,2020-07-16,21:00,Mallorca,1.3,1–2,0.7,Granada,,Iberostar Estadi,Javier Estrada
1260,Sun,2020-07-19,17:00,Alavés,0.4,0–5,3.0,Barcelona,,Estadio de Mendizorroza,Juan Martínez
1261,Sun,2020-07-19,18:30,Valladolid,1.7,2–0,0.6,Betis,,Estadio Municipal José Zorrilla,Santiago Jaime
1262,Sun,2020-07-19,18:30,Villarreal,2.1,4–0,0.6,Eibar,,Estadio de la Cerámica,Alberola Rojas
1263,Sun,2020-07-19,21:00,Levante,2.1,1–0,2.0,Getafe,,Estadio Ciudad de Valencia,Ricardo de Burgos
1264,Sun,2020-07-19,21:00,Leganés,1.4,2–2,1.2,Real Madrid,,Estadio Municipal de Butarque,Guillermo Cuadra
1265,Sun,2020-07-19,21:00,Osasuna,0.8,2–2,0.6,Mallorca,,Estadio El Sadar,Antonio Matéu Lahoz
1266,Sun,2020-07-19,21:00,Granada,2.2,4–0,0.6,Athletic Club,,Estadio Nuevo Los Cármenes,Carlos del Cerro
1267,Sun,2020-07-19,21:00,Atlético Madrid,1.1,1–1,0.3,Real Sociedad,,Estadio Wanda Metropolitano,Pablo González
1268,Sun,2020-07-19,21:00,Espanyol,0.4,0–0,0.5,Celta Vigo,,RCDE Stadium,Adrián Cordero
1269,Sun,2020-07-19,21:00,Sevilla,0.7,1–0,0.3,Valencia,,Estadio Ramón Sánchez Pizjuán,José González
1270,Fri,2018-08-17,20:15,Girona,0.9,0–0,0.1,Valladolid,10368.0,Estadi Municipal de Montilivi,Guillermo Cuadra
1271,Fri,2018-08-17,22:15,Betis,1.4,0–3,1.9,Levante,46225.0,Estadio Benito Villamarín,Ignacio Iglesias
1272,Sat,2018-08-18,18:15,Celta Vigo,0.5,1–1,0.8,Espanyol,16215.0,Estadio de Balaídos,Santiago Jaime
1273,Sat,2018-08-18,20:15,Villarreal,1.0,1–2,0.6,Real Sociedad,16250.0,Estadio de la Cerámica,Mario Melero
1274,Sat,2018-08-18,22:15,Barcelona,3.1,3–0,0.3,Alavés,52356.0,Camp Nou,José Sánchez
1275,Sun,2018-08-19,18:15,Eibar,1.2,1–2,1.2,Huesca,4234.0,Estadio Municipal de Ipurúa,Eduardo Prieto
1276,Sun,2018-08-19,20:15,Rayo Vallecano,1.8,1–4,2.3,Sevilla,11626.0,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
1277,Sun,2018-08-19,22:15,Real Madrid,0.8,2–0,0.3,Getafe,48446.0,Estadio Santiago Bernabéu,Javier Estrada
1278,Mon,2018-08-20,20:00,Valencia,0.9,1–1,1.1,Atlético Madrid,46174.0,Estadio de Mestalla,Jesús Gil
1279,Mon,2018-08-20,22:00,Athletic Club,1.8,2–1,1.6,Leganés,38327.0,Estadio San Mamés,Adrián Cordero
1281,Fri,2018-08-24,20:15,Getafe,1.4,2–0,0.5,Eibar,7851.0,Coliseum Alfonso Pérez,David Medié
1282,Fri,2018-08-24,22:15,Leganés,2.2,2–2,1.8,Real Sociedad,9375.0,Estadio Municipal de Butarque,José Luis Munuera
1283,Sat,2018-08-25,18:15,Alavés,0.7,0–0,1.5,Betis,18221.0,Estadio de Mendizorroza,Pablo González
1284,Sat,2018-08-25,20:15,Atlético Madrid,0.6,1–0,1.5,Rayo Vallecano,52693.0,Estadio Wanda Metropolitano,José González
1285,Sat,2018-08-25,22:15,Valladolid,0.3,0–1,0.9,Barcelona,22651.0,Estadio Municipal José Zorrilla,Ricardo de Burgos
1286,Sun,2018-08-26,18:15,Espanyol,1.6,2–0,1.3,Valencia,18714.0,RCDE Stadium,Carlos del Cerro
1287,Sun,2018-08-26,22:15,Girona,0.7,1–4,3.0,Real Madrid,13889.0,Estadi Municipal de Montilivi,Juan Martínez
1288,Sun,2018-08-26,22:15,Sevilla,1.9,0–0,1.0,Villarreal,35831.0,Estadio Ramón Sánchez Pizjuán,Alberto Undiano
1289,Mon,2018-08-27,20:15,Levante,1.9,1–2,3.1,Celta Vigo,21122.0,Estadio Ciudad de Valencia,Alejandro Hernández
1290,Mon,2018-08-27,22:00,Athletic Club,0.6,2–2,0.4,Huesca,36818.0,San Mamés,Alberola Rojas
1292,Fri,2018-08-31,20:00,Getafe,0.8,0–0,0.5,Valladolid,9817.0,Coliseum Alfonso Pérez,Adrián Cordero
1293,Fri,2018-08-31,22:00,Villarreal,1.2,0–1,0.8,Girona,15740.0,Estadio de la Cerámica,Eduardo Prieto
1294,Fri,2018-08-31,22:00,Eibar,1.1,2–1,1.0,Real Sociedad,6144.0,Estadio Municipal de Ipurúa,José Sánchez
1295,Sat,2018-09-01,18:30,Celta Vigo,0.8,2–0,0.5,Atlético Madrid,19013.0,Estadio de Balaídos,Antonio Matéu Lahoz
1296,Sat,2018-09-01,20:45,Real Madrid,2.2,4–1,1.1,Leganés,59255.0,Estadio Santiago Bernabéu,Santiago Jaime
1297,Sun,2018-09-02,12:00,Levante,1.5,2–2,3.4,Valencia,24073.0,Estadio Ciudad de Valencia,Javier Estrada
1298,Sun,2018-09-02,16:15,Alavés,1.0,2–1,1.5,Espanyol,18052.0,Estadio de Mendizorroza,Ignacio Iglesias
1299,Sun,2018-09-02,18:30,Barcelona,5.0,8–2,1.2,Huesca,72892.0,Camp Nou,Mario Melero
1300,Sun,2018-09-02,20:45,Betis,0.8,1–0,0.5,Sevilla,53451.0,Estadio Benito Villamarín,Jesús Gil
1302,Fri,2018-09-14,21:00,Huesca,1.6,0–1,1.0,Rayo Vallecano,6498.0,Estadio El Alcoraz,David Medié
1303,Sat,2018-09-15,13:00,Atlético Madrid,1.8,1–1,1.3,Eibar,55674.0,Estadio Wanda Metropolitano,Juan Martínez
1304,Sat,2018-09-15,16:15,Real Sociedad,1.2,1–2,1.4,Barcelona,26756.0,Estadio Municipal de Anoeta,Carlos del Cerro
1305,Sat,2018-09-15,18:30,Valencia,1.3,0–0,1.1,Betis,40050.0,Estadio de Mestalla,Alejandro Hernández
1306,Sat,2018-09-15,20:45,Athletic Club,1.5,1–1,2.0,Real Madrid,46413.0,Estadio San Mamés,José González
1307,Sun,2018-09-16,12:00,Leganés,1.3,0–1,0.7,Villarreal,10432.0,Estadio Municipal de Butarque,Pablo González
1308,Sun,2018-09-16,16:15,Espanyol,1.0,1–0,0.7,Levante,18627.0,RCDE Stadium,Alberto Undiano
1309,Sun,2018-09-16,18:30,Valladolid,1.8,0–1,0.8,Alavés,18873.0,Estadio Municipal José Zorrilla,José Luis Munuera
1310,Sun,2018-09-16,20:45,Sevilla,1.7,0–2,2.0,Getafe,36943.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
