,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
511,Sat,2020-11-28,20:45,Atalanta,1.8,0–2,1.7,Hellas Verona,,Stadio Atleti Azzurri d'Italia,Davide Massa
512,Sun,2020-11-29,12:30,Lazio,1.3,1–3,1.1,Udinese,,Stadio Olimpico,Gianluca Aureliano
513,Sun,2020-11-29,15:00,Bologna,1.5,1–0,0.4,Crotone,,Stadio Renato Dall'Ara,Marco Serra
514,Sun,2020-11-29,15:00,Milan,2.6,2–0,0.3,Fiorentina,,Stadio Giuseppe Meazza,Rosario Abisso
515,Sun,2020-11-29,18:00,Cagliari,2.3,2–2,2.8,Spezia,,Sardegna Arena,Valerio Marini
516,Sun,2020-11-29,20:45,Napoli,1.9,4–0,0.3,Roma,,Stadio San Paolo,Marco Di Bello
517,Mon,2020-11-30,18:30,Torino,1.6,2–2,1.1,Sampdoria,,Stadio Olimpico di Torino,Daniele Doveri
518,Mon,2020-11-30,20:45,Genoa,1.4,1–2,1.1,Parma,,Stadio Comunale Luigi Ferraris,Maurizio Mariani
520,Sat,2020-12-05,15:00,Spezia,1.7,1–2,0.3,Lazio,,Stadio Dino Manuzzi,Daniele Chiffi
521,Sat,2020-12-05,18:00,Juventus,1.6,2–1,0.8,Torino,,Allianz Stadium,Daniele Orsato
522,Sat,2020-12-05,20:45,Inter,1.5,3–1,1.3,Bologna,,Stadio Giuseppe Meazza,Paolo Valeri
523,Sun,2020-12-06,12:30,Hellas Verona,2.8,1–1,1.2,Cagliari,,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello
524,Sun,2020-12-06,15:00,Roma,1.2,0–0,0.4,Sassuolo,,Stadio Olimpico,Fabio Maresca
525,Sun,2020-12-06,15:00,Parma,0.4,0–0,0.3,Benevento,,Stadio Ennio Tardini,Juan Sacchi
526,Sun,2020-12-06,18:00,Crotone,0.5,0–4,2.2,Napoli,,Stadio Ezio Scida,Livio Marinelli
527,Sun,2020-12-06,20:45,Sampdoria,1.1,1–2,2.5,Milan,,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese
528,Mon,2020-12-07,20:45,Fiorentina,2.7,1–1,1.2,Genoa,,Stadio Artemio Franchi,Daniele Doveri
530,Fri,2020-12-11,20:45,Sassuolo,1.0,1–0,2.5,Benevento,,Stadio Città del Tricolore,Simone Sozza
531,Sat,2020-12-12,15:00,Crotone,2.2,4–1,1.2,Spezia,,Stadio Ezio Scida,Antonio Giua
532,Sat,2020-12-12,18:00,Torino,1.0,2–3,1.2,Udinese,,Stadio Olimpico di Torino,Davide Massa
533,Sat,2020-12-12,20:45,Lazio,1.0,1–2,1.2,Hellas Verona,,Stadio Olimpico,Rosario Abisso
534,Sun,2020-12-13,12:45,Cagliari,1.6,1–3,3.5,Inter,,Sardegna Arena,Fabrizio Pasqua
535,Sun,2020-12-13,15:00,Bologna,0.7,1–5,3.4,Roma,,Stadio Renato Dall'Ara,Giampaolo Calvarese
536,Sun,2020-12-13,15:00,Atalanta,2.6,3–0,0.4,Fiorentina,,Stadio Atleti Azzurri d'Italia,Maurizio Mariani
537,Sun,2020-12-13,15:00,Napoli,1.1,2–1,1.1,Sampdoria,,Stadio San Paolo,Federico La Penna
538,Sun,2020-12-13,18:00,Genoa,0.2,1–3,2.6,Juventus,,Stadio Comunale Luigi Ferraris,Marco Di Bello
539,Sun,2020-12-13,20:45,Milan,1.8,2–2,0.6,Parma,,Stadio Giuseppe Meazza,Francesco Fourneau
541,Tue,2020-12-15,18:30,Udinese,1.1,0–0,0.2,Crotone,,Dacia Arena,Antonio Di Martino
542,Tue,2020-12-15,20:45,Benevento,1.4,1–1,0.8,Lazio,,Stadio Ciro Vigorito,Luca Pairetto
543,Wed,2020-12-16,18:30,Juventus,2.7,1–1,1.1,Atalanta,,Allianz Stadium,Daniele Doveri
544,Wed,2020-12-16,20:45,Inter,1.1,1–0,1.7,Napoli,,Stadio Giuseppe Meazza,Davide Massa
545,Wed,2020-12-16,20:45,Hellas Verona,1.4,1–2,0.7,Sampdoria,,Stadio Marc'Antonio Bentegodi,Riccardo Ros
546,Wed,2020-12-16,20:45,Spezia,3.7,2–2,2.0,Bologna,,Stadio Dino Manuzzi,Piero Giacomelli
547,Wed,2020-12-16,20:45,Parma,1.0,0–0,0.3,Cagliari,,Stadio Ennio Tardini,Ivan Pezzuto
548,Wed,2020-12-16,20:45,Fiorentina,2.0,1–1,1.1,Sassuolo,,Stadio Artemio Franchi,Paolo Valeri
549,Wed,2020-12-16,20:45,Genoa,1.2,2–2,1.5,Milan,,Stadio Comunale Luigi Ferraris,Daniele Orsato
550,Thu,2020-12-17,20:45,Roma,2.6,3–1,1.5,Torino,,Stadio Olimpico,Rosario Abisso
552,Sat,2020-12-19,15:00,Fiorentina,1.2,1–1,1.1,Hellas Verona,,Stadio Artemio Franchi,Francesco Fourneau
553,Sat,2020-12-19,18:00,Sampdoria,1.9,3–1,0.9,Crotone,,Stadio Comunale Luigi Ferraris,Gianluca Manganiello
554,Sat,2020-12-19,20:45,Parma,0.7,0–4,2.5,Juventus,,Stadio Ennio Tardini,Giampaolo Calvarese
555,Sun,2020-12-20,12:30,Torino,0.9,1–1,1.6,Bologna,,Stadio Olimpico di Torino,Fabrizio Pasqua
556,Sun,2020-12-20,15:00,Sassuolo,0.9,1–2,1.5,Milan,,Stadio Città del Tricolore,Maurizio Mariani
557,Sun,2020-12-20,15:00,Inter,1.8,2–1,0.8,Spezia,,Stadio Giuseppe Meazza,Michael Fabbri
558,Sun,2020-12-20,15:00,Benevento,1.6,2–0,0.3,Genoa,,Stadio Ciro Vigorito,Antonio Giua
559,Sun,2020-12-20,15:00,Cagliari,0.5,1–1,1.4,Udinese,,Sardegna Arena,Marco Piccinini
560,Sun,2020-12-20,18:00,Atalanta,2.0,4–1,0.8,Roma,,Stadio Atleti Azzurri d'Italia,Marco Di Bello
561,Sun,2020-12-20,20:45,Lazio,0.8,2–0,0.9,Napoli,,Stadio Olimpico,Daniele Orsato
563,Tue,2020-12-22,18:30,Crotone,0.8,2–1,1.2,Parma,,Stadio Ezio Scida,Fabio Maresca
564,Tue,2020-12-22,20:45,Juventus,0.4,0–3,1.0,Fiorentina,,Allianz Stadium,Federico La Penna
565,Wed,2020-12-23,18:30,Hellas Verona,0.7,1–2,2.1,Inter,,Stadio Marc'Antonio Bentegodi,Piero Giacomelli
566,Wed,2020-12-23,20:45,Milan,1.9,3–2,1.8,Lazio,,Stadio Giuseppe Meazza,Marco Di Bello
567,Wed,2020-12-23,20:45,Napoli,0.9,1–1,0.5,Torino,,Stadio San Paolo,Paolo Valeri
568,Wed,2020-12-23,20:45,Sampdoria,1.7,2–3,2.1,Sassuolo,,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi
569,Wed,2020-12-23,20:45,Roma,3.2,3–2,1.7,Cagliari,,Stadio Olimpico,Luca Pairetto
570,Wed,2020-12-23,20:45,Udinese,1.7,0–2,0.4,Benevento,,Dacia Arena,Manuel Volpi
571,Wed,2020-12-23,20:45,Spezia,0.7,1–2,1.6,Genoa,,Stadio Dino Manuzzi,Davide Massa
572,Wed,2020-12-23,20:45,Bologna,1.0,2–2,1.5,Atalanta,,Stadio Renato Dall'Ara,Daniele Chiffi
574,Sun,2021-01-03,12:30,Inter,2.5,6–2,1.6,Crotone,,Stadio Giuseppe Meazza,Gianluca Aureliano
575,Sun,2021-01-03,15:00,Parma,1.0,0–3,1.6,Torino,,Stadio Ennio Tardini,Daniele Doveri
576,Sun,2021-01-03,15:00,Genoa,0.9,1–1,1.4,Lazio,,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese
577,Sun,2021-01-03,15:00,Atalanta,2.7,5–1,0.7,Sassuolo,,Stadio Atleti Azzurri d'Italia,Fabio Maresca
578,Sun,2021-01-03,15:00,Spezia,0.8,0–1,1.7,Hellas Verona,,Stadio Dino Manuzzi,Luca Pairetto
579,Sun,2021-01-03,15:00,Roma,2.1,1–0,0.4,Sampdoria,,Stadio Olimpico,Daniele Chiffi
580,Sun,2021-01-03,15:00,Cagliari,1.0,1–4,3.8,Napoli,,Sardegna Arena,Gianluca Manganiello
581,Sun,2021-01-03,15:00,Fiorentina,0.3,0–0,0.7,Bologna,,Stadio Artemio Franchi,Daniele Orsato
582,Sun,2021-01-03,18:00,Benevento,2.5,0–2,1.5,Milan,,Stadio Ciro Vigorito,Fabrizio Pasqua
583,Sun,2021-01-03,20:45,Juventus,2.8,4–1,1.7,Udinese,,Allianz Stadium,Piero Giacomelli
585,Wed,2021-01-06,12:30,Cagliari,0.9,1–2,1.2,Benevento,,Sardegna Arena,Eugenio Abbattista
586,Wed,2021-01-06,15:00,Bologna,1.0,2–2,1.6,Udinese,,Stadio Renato Dall'Ara,Giovanni Ayroldi
587,Wed,2021-01-06,15:00,Torino,1.4,1–1,0.4,Hellas Verona,,Stadio Olimpico di Torino,Marco Di Bello
588,Wed,2021-01-06,15:00,Lazio,1.2,2–1,1.6,Fiorentina,,Stadio Olimpico,Rosario Abisso
589,Wed,2021-01-06,15:00,Crotone,0.8,1–3,2.2,Roma,,Stadio Ezio Scida,Marco Piccinini
590,Wed,2021-01-06,15:00,Atalanta,1.7,3–0,0.0,Parma,,Stadio Atleti Azzurri d'Italia,Juan Sacchi
591,Wed,2021-01-06,15:00,Sassuolo,1.6,2–1,1.1,Genoa,,Stadio Città del Tricolore,Michael Fabbri
592,Wed,2021-01-06,15:00,Sampdoria,1.2,2–1,2.5,Inter,,Stadio Comunale Luigi Ferraris,Paolo Valeri
593,Wed,2021-01-06,18:00,Napoli,3.6,1–2,2.0,Spezia,,Stadio San Paolo,Maurizio Mariani
594,Wed,2021-01-06,20:45,Milan,1.3,1–3,1.7,Juventus,,Stadio Giuseppe Meazza,Massimiliano Irrati
596,Sat,2021-01-09,15:00,Benevento,0.9,1–4,4.3,Atalanta,,Stadio Ciro Vigorito,Gianluca Manganiello
597,Sat,2021-01-09,18:00,Genoa,1.4,2–0,0.5,Bologna,,Stadio Comunale Luigi Ferraris,Daniele Doveri
598,Sat,2021-01-09,20:45,Milan,1.6,2–0,0.6,Torino,,Stadio Giuseppe Meazza,Fabio Maresca
599,Sun,2021-01-10,12:30,Roma,1.1,2–2,2.0,Inter,,Stadio Olimpico,Marco Di Bello
600,Sun,2021-01-10,15:00,Udinese,2.8,1–2,1.9,Napoli,,Dacia Arena,Fabrizio Pasqua
601,Sun,2021-01-10,15:00,Parma,0.6,0–2,3.6,Lazio,,Stadio Ennio Tardini,Luca Pairetto
602,Sun,2021-01-10,15:00,Hellas Verona,1.1,2–1,0.7,Crotone,,Stadio Marc'Antonio Bentegodi,Luca Massimi
603,Sun,2021-01-10,18:00,Fiorentina,2.0,1–0,1.3,Cagliari,,Stadio Artemio Franchi,Piero Giacomelli
604,Sun,2021-01-10,20:45,Juventus,3.6,3–1,1.1,Sassuolo,,Allianz Stadium,Davide Massa
605,Mon,2021-01-11,20:45,Spezia,1.4,2–1,1.0,Sampdoria,,Stadio Dino Manuzzi,Marco Piccinini
607,Fri,2021-01-15,20:45,Lazio,1.0,3–0,1.3,Roma,,Stadio Olimpico,Daniele Orsato
608,Sat,2021-01-16,15:00,Bologna,1.8,1–0,0.9,Hellas Verona,,Stadio Renato Dall'Ara,Maurizio Mariani
609,Sat,2021-01-16,18:00,Torino,1.0,0–0,0.4,Spezia,,Stadio Olimpico di Torino,Michael Fabbri
610,Sat,2021-01-16,20:45,Sampdoria,1.9,2–1,1.9,Udinese,,Stadio Comunale Luigi Ferraris,Juan Sacchi
611,Sun,2021-01-17,12:30,Napoli,1.8,6–0,0.9,Fiorentina,,Stadio San Paolo,Daniele Chiffi
612,Sun,2021-01-17,15:00,Crotone,1.4,4–1,2.4,Benevento,,Stadio Ezio Scida,Simone Sozza
613,Sun,2021-01-17,15:00,Sassuolo,1.8,1–1,0.9,Parma,,Stadio Città del Tricolore,Ivan Pezzuto
614,Sun,2021-01-17,18:00,Atalanta,1.8,0–0,0.8,Genoa,,Stadio Atleti Azzurri d'Italia,Livio Marinelli
615,Sun,2021-01-17,20:45,Inter,2.0,2–0,0.5,Juventus,,Stadio Giuseppe Meazza,Daniele Doveri
616,Mon,2021-01-18,20:45,Cagliari,1.2,0–2,2.0,Milan,,Sardegna Arena,Rosario Abisso
618,Wed,2021-01-20,15:00,Udinese,0.3,1–1,1.4,Atalanta,,Dacia Arena,Giampaolo Calvarese
620,Fri,2021-01-22,20:45,Benevento,1.9,2–2,1.5,Torino,,Stadio Ciro Vigorito,Piero Giacomelli
621,Sat,2021-01-23,15:00,Roma,2.6,4–3,1.2,Spezia,,Stadio Olimpico,Luca Pairetto
622,Sat,2021-01-23,18:00,Milan,1.6,0–3,2.4,Atalanta,,Stadio Giuseppe Meazza,Maurizio Mariani
623,Sat,2021-01-23,18:00,Udinese,0.5,0–0,0.8,Inter,,Dacia Arena,Fabio Maresca
624,Sat,2021-01-23,20:45,Fiorentina,1.6,2–1,0.7,Crotone,,Stadio Artemio Franchi,Marco Piccinini
625,Sun,2021-01-24,12:30,Juventus,2.7,2–0,0.5,Bologna,,Allianz Stadium,Juan Sacchi
626,Sun,2021-01-24,15:00,Genoa,1.9,1–0,1.1,Cagliari,,Stadio Comunale Luigi Ferraris,Marco Di Bello
627,Sun,2021-01-24,15:00,Hellas Verona,1.7,3–1,0.9,Napoli,,Stadio Marc'Antonio Bentegodi,Michael Fabbri
628,Sun,2021-01-24,18:00,Lazio,1.4,2–1,0.6,Sassuolo,,Stadio Olimpico,Antonio Giua
629,Sun,2021-01-24,20:45,Parma,0.8,0–2,1.3,Sampdoria,,Stadio Ennio Tardini,Gianluca Manganiello
631,Fri,2021-01-29,20:45,Torino,2.1,1–1,1.3,Fiorentina,,Stadio Olimpico di Torino,Marco Di Bello
632,Sat,2021-01-30,15:00,Bologna,1.1,1–2,2.7,Milan,,Stadio Renato Dall'Ara,Daniele Doveri
633,Sat,2021-01-30,18:00,Sampdoria,0.4,0–2,1.9,Juventus,,Stadio Comunale Luigi Ferraris,Michael Fabbri
634,Sat,2021-01-30,20:45,Inter,1.6,4–0,0.0,Benevento,,Stadio Giuseppe Meazza,Fabrizio Pasqua
635,Sun,2021-01-31,12:30,Spezia,0.8,0–1,1.0,Udinese,,Stadio Dino Manuzzi,Antonio Di Martino
636,Sun,2021-01-31,15:00,Crotone,0.6,0–3,1.0,Genoa,,Stadio Ezio Scida,Piero Giacomelli
637,Sun,2021-01-31,15:00,Atalanta,1.2,1–3,2.9,Lazio,,Stadio Atleti Azzurri d'Italia,Daniele Chiffi
638,Sun,2021-01-31,15:00,Cagliari,0.7,1–1,1.7,Sassuolo,,Sardegna Arena,Maurizio Mariani
639,Sun,2021-01-31,18:00,Napoli,0.7,2–0,0.2,Parma,,Stadio San Paolo,Federico La Penna
640,Sun,2021-01-31,20:45,Roma,1.8,3–1,0.9,Hellas Verona,,Stadio Olimpico,Marco Piccinini
642,Fri,2021-02-05,20:45,Fiorentina,0.6,0–2,2.4,Inter,,Stadio Artemio Franchi,Federico La Penna
643,Sat,2021-02-06,15:00,Sassuolo,1.0,1–2,1.6,Spezia,,Stadio Città del Tricolore,Juan Sacchi
644,Sat,2021-02-06,15:00,Atalanta,1.8,3–3,2.8,Torino,,Stadio Atleti Azzurri d'Italia,Francesco Fourneau
645,Sat,2021-02-06,18:00,Juventus,0.2,2–0,1.0,Roma,,Allianz Stadium,Daniele Orsato
646,Sat,2021-02-06,20:45,Genoa,1.2,2–1,1.5,Napoli,,Stadio Comunale Luigi Ferraris,Gianluca Manganiello
647,Sun,2021-02-07,12:30,Benevento,1.1,1–1,2.0,Sampdoria,,Stadio Ciro Vigorito,Gianluca Aureliano
648,Sun,2021-02-07,15:00,Milan,2.5,4–0,0.6,Crotone,,Stadio Giuseppe Meazza,Luca Pairetto
649,Sun,2021-02-07,15:00,Udinese,2.0,2–0,0.4,Hellas Verona,,Dacia Arena,Alberto Santoro
650,Sun,2021-02-07,18:00,Parma,1.1,0–3,1.5,Bologna,,Stadio Ennio Tardini,Marco Guida
651,Sun,2021-02-07,20:45,Lazio,1.1,1–0,0.9,Cagliari,,Stadio Olimpico,Massimiliano Irrati
653,Fri,2021-02-12,20:45,Bologna,1.8,1–1,1.1,Benevento,,Stadio Renato Dall'Ara,Davide Ghersini
654,Sat,2021-02-13,15:00,Torino,0.8,0–0,0.4,Genoa,,Stadio Olimpico di Torino,Fabrizio Pasqua
655,Sat,2021-02-13,18:00,Napoli,1.0,1–0,1.7,Juventus,,Stadio San Paolo,Daniele Doveri
656,Sat,2021-02-13,20:45,Spezia,1.9,2–0,0.4,Milan,,Stadio Dino Manuzzi,Daniele Chiffi
657,Sun,2021-02-14,12:30,Roma,2.0,3–0,0.4,Udinese,,Stadio Olimpico,Piero Giacomelli
658,Sun,2021-02-14,15:00,Cagliari,0.3,0–1,0.7,Atalanta,,Sardegna Arena,Marco Piccinini
659,Sun,2021-02-14,15:00,Sampdoria,0.9,2–1,1.8,Fiorentina,,Stadio Comunale Luigi Ferraris,Fabio Maresca
660,Sun,2021-02-14,18:00,Crotone,0.7,1–2,2.7,Sassuolo,,Stadio Ezio Scida,Ivan Pezzuto
661,Sun,2021-02-14,20:45,Inter,2.8,3–1,0.9,Lazio,,Stadio Giuseppe Meazza,Michael Fabbri
662,Mon,2021-02-15,20:45,Hellas Verona,1.0,2–1,1.6,Parma,,Stadio Marc'Antonio Bentegodi,Luca Massimi
664,Fri,2021-02-19,18:30,Fiorentina,2.6,3–0,0.6,Spezia,,Stadio Artemio Franchi,Giampaolo Calvarese
665,Fri,2021-02-19,20:45,Cagliari,1.1,0–1,0.9,Torino,,Sardegna Arena,Daniele Orsato
666,Sat,2021-02-20,15:00,Lazio,1.4,1–0,0.6,Sampdoria,,Stadio Olimpico,Davide Massa
667,Sat,2021-02-20,18:00,Genoa,1.1,2–2,1.5,Hellas Verona,,Stadio Comunale Luigi Ferraris,Matteo Marchetti
668,Sat,2021-02-20,20:45,Sassuolo,2.3,1–1,0.4,Bologna,,Stadio Città del Tricolore,Federico La Penna
669,Sun,2021-02-21,12:30,Parma,2.5,2–2,1.1,Udinese,,Stadio Ennio Tardini,Massimiliano Irrati
670,Sun,2021-02-21,15:00,Milan,1.0,0–3,2.3,Inter,,Stadio Giuseppe Meazza,Daniele Doveri
671,Sun,2021-02-21,18:00,Atalanta,2.2,4–2,0.5,Napoli,,Stadio Atleti Azzurri d'Italia,Marco Di Bello
672,Sun,2021-02-21,20:45,Benevento,0.3,0–0,1.0,Roma,,Stadio Ciro Vigorito,Luca Pairetto
673,Mon,2021-02-22,20:45,Juventus,4.4,3–0,0.8,Crotone,,Allianz Stadium,Valerio Marini
675,Sat,2021-02-27,15:00,Spezia,1.8,2–2,1.3,Parma,,Stadio Dino Manuzzi,Daniele Orsato
676,Sat,2021-02-27,18:00,Bologna,1.3,2–0,2.3,Lazio,,Stadio Renato Dall'Ara,Piero Giacomelli
677,Sat,2021-02-27,20:45,Hellas Verona,0.7,1–1,1.0,Juventus,,Stadio Marc'Antonio Bentegodi,Fabio Maresca
678,Sun,2021-02-28,12:30,Sampdoria,0.5,0–2,1.9,Atalanta,,Stadio Comunale Luigi Ferraris,Livio Marinelli
679,Sun,2021-02-28,15:00,Inter,2.2,3–0,0.2,Genoa,,Stadio Giuseppe Meazza,Daniele Chiffi
680,Sun,2021-02-28,15:00,Crotone,0.8,0–2,1.3,Cagliari,,Stadio Ezio Scida,Michael Fabbri
681,Sun,2021-02-28,15:00,Udinese,0.9,1–0,0.4,Fiorentina,,Dacia Arena,Manuel Volpi
682,Sun,2021-02-28,18:00,Napoli,2.0,2–0,0.3,Benevento,,Stadio San Paolo,Rosario Abisso
683,Sun,2021-02-28,20:45,Roma,2.0,1–2,3.2,Milan,,Stadio Olimpico,Marco Guida
685,Tue,2021-03-02,20:45,Juventus,2.2,3–0,1.4,Spezia,,Allianz Stadium,Juan Sacchi
686,Wed,2021-03-03,18:30,Sassuolo,2.6,3–3,2.4,Napoli,,Stadio Città del Tricolore,Valerio Marini
687,Wed,2021-03-03,20:45,Milan,1.3,1–1,0.6,Udinese,,Stadio Giuseppe Meazza,Davide Massa
688,Wed,2021-03-03,20:45,Cagliari,1.1,1–0,0.8,Bologna,,Sardegna Arena,Marco Di Bello
689,Wed,2021-03-03,20:45,Atalanta,3.2,5–1,0.9,Crotone,,Stadio Atleti Azzurri d'Italia,Simone Sozza
690,Wed,2021-03-03,20:45,Fiorentina,0.6,1–2,1.6,Roma,,Stadio Artemio Franchi,Giampaolo Calvarese
691,Wed,2021-03-03,20:45,Genoa,0.3,1–1,0.5,Sampdoria,,Stadio Comunale Luigi Ferraris,Luca Pairetto
692,Wed,2021-03-03,20:45,Benevento,0.4,0–3,2.1,Hellas Verona,,Stadio Ciro Vigorito,Giovanni Ayroldi
693,Thu,2021-03-04,20:45,Parma,0.7,1–2,2.5,Inter,,Stadio Ennio Tardini,Fabrizio Pasqua
695,Sat,2021-03-06,15:00,Spezia,1.1,1–1,0.5,Benevento,,Stadio Dino Manuzzi,Francesco Fourneau
696,Sat,2021-03-06,18:00,Udinese,1.4,2–0,0.7,Sassuolo,,Dacia Arena,Lorenzo Maggioni
697,Sat,2021-03-06,20:45,Juventus,1.3,3–1,1.1,Lazio,,Allianz Stadium,Davide Massa
698,Sun,2021-03-07,12:30,Roma,1.2,1–0,0.2,Genoa,,Stadio Olimpico,Michael Fabbri
699,Sun,2021-03-07,15:00,Fiorentina,0.7,3–3,2.2,Parma,,Stadio Artemio Franchi,Rosario Abisso
700,Sun,2021-03-07,15:00,Crotone,2.1,4–2,1.4,Torino,,Stadio Ezio Scida,Marco Guida
701,Sun,2021-03-07,15:00,Hellas Verona,0.7,0–2,0.7,Milan,,Stadio Marc'Antonio Bentegodi,Daniele Orsato
702,Sun,2021-03-07,18:00,Sampdoria,0.8,2–2,0.8,Cagliari,,Stadio Comunale Luigi Ferraris,Piero Giacomelli
703,Sun,2021-03-07,20:45,Napoli,1.4,3–1,0.9,Bologna,,Stadio San Paolo,Daniele Chiffi
704,Mon,2021-03-08,20:45,Inter,0.3,1–0,0.9,Atalanta,,Stadio Giuseppe Meazza,Maurizio Mariani
706,Fri,2021-03-12,15:00,Lazio,2.2,3–2,1.2,Crotone,,Stadio Olimpico,Antonio Rapuano
707,Fri,2021-03-12,20:45,Atalanta,1.9,3–1,1.1,Spezia,,Stadio Atleti Azzurri d'Italia,Valerio Marini
708,Sat,2021-03-13,15:00,Sassuolo,1.4,3–2,1.1,Hellas Verona,,Stadio Città del Tricolore,Alessandro Prontera
709,Sat,2021-03-13,18:00,Benevento,1.5,1–4,2.0,Fiorentina,,Stadio Ciro Vigorito,Piero Giacomelli
710,Sat,2021-03-13,20:45,Genoa,1.0,1–1,1.5,Udinese,,Stadio Comunale Luigi Ferraris,Giacomo Camplone
711,Sun,2021-03-14,12:30,Bologna,1.9,3–1,2.0,Sampdoria,,Stadio Renato Dall'Ara,Massimiliano Irrati
712,Sun,2021-03-14,15:00,Parma,1.7,2–0,1.9,Roma,,Stadio Ennio Tardini,Marco Piccinini
713,Sun,2021-03-14,15:00,Torino,0.9,1–2,1.9,Inter,,Stadio Olimpico di Torino,Paolo Valeri
714,Sun,2021-03-14,18:00,Cagliari,0.7,1–3,2.3,Juventus,,Sardegna Arena,Giampaolo Calvarese
715,Sun,2021-03-14,20:45,Milan,1.0,0–1,1.3,Napoli,,Stadio Giuseppe Meazza,Fabrizio Pasqua
717,Wed,2021-03-17,15:00,Torino,2.3,3–2,1.0,Sassuolo,,Stadio Olimpico di Torino,Maurizio Mariani
719,Fri,2021-03-19,20:45,Parma,1.2,1–2,1.0,Genoa,,Stadio Ennio Tardini,Daniele Doveri
720,Sat,2021-03-20,15:00,Crotone,1.8,2–3,3.2,Bologna,,Stadio Ezio Scida,Francesco Fourneau
721,Sat,2021-03-20,18:00,Spezia,1.0,2–1,2.5,Cagliari,,Stadio Dino Manuzzi,Maurizio Mariani
722,Sun,2021-03-21,12:30,Hellas Verona,0.2,0–2,2.1,Atalanta,,Stadio Marc'Antonio Bentegodi,Luca Pairetto
723,Sun,2021-03-21,15:00,Sampdoria,1.1,1–0,0.5,Torino,,Stadio Comunale Luigi Ferraris,Daniele Orsato
724,Sun,2021-03-21,15:00,Udinese,1.4,0–1,1.1,Lazio,,Dacia Arena,Fabio Maresca
725,Sun,2021-03-21,15:00,Juventus,1.8,0–1,0.3,Benevento,,Allianz Stadium,Rosario Abisso
726,Sun,2021-03-21,18:00,Fiorentina,0.2,2–3,1.7,Milan,,Stadio Artemio Franchi,Marco Guida
727,Sun,2021-03-21,20:45,Roma,0.5,0–2,1.0,Napoli,,Stadio Olimpico,Marco Di Bello
729,Sat,2021-04-03,12:30,Milan,1.2,1–1,0.7,Sampdoria,,Stadio Giuseppe Meazza,Marco Piccinini
730,Sat,2021-04-03,15:00,Sassuolo,3.2,2–2,2.1,Roma,,Stadio Città del Tricolore,Luca Pairetto
731,Sat,2021-04-03,15:00,Genoa,0.7,1–1,0.7,Fiorentina,,Stadio Comunale Luigi Ferraris,Fabio Maresca
732,Sat,2021-04-03,15:00,Benevento,1.0,2–2,1.8,Parma,,Stadio Ciro Vigorito,Davide Massa
733,Sat,2021-04-03,15:00,Cagliari,2.0,0–2,1.2,Hellas Verona,,Sardegna Arena,Daniele Doveri
734,Sat,2021-04-03,15:00,Lazio,2.1,2–1,0.7,Spezia,,Stadio Olimpico,Antonio Giua
735,Sat,2021-04-03,15:00,Atalanta,2.8,3–2,0.7,Udinese,,Stadio Atleti Azzurri d'Italia,Gianluca Manganiello
736,Sat,2021-04-03,15:00,Napoli,2.8,4–3,1.2,Crotone,,Stadio San Paolo,Antonio Di Martino
737,Sat,2021-04-03,18:00,Torino,0.8,2–2,2.3,Juventus,,Stadio Olimpico di Torino,Michael Fabbri
738,Sat,2021-04-03,20:45,Bologna,0.8,0–1,1.6,Inter,,Stadio Renato Dall'Ara,Piero Giacomelli
740,Wed,2021-04-07,18:45,Juventus,1.4,2–1,1.5,Napoli,,Allianz Stadium,Maurizio Mariani
742,Wed,2021-04-07,18:45,Inter,1.0,2–1,0.7,Sassuolo,,Stadio Giuseppe Meazza,Massimiliano Irrati
744,Sat,2021-04-10,15:00,Spezia,1.5,3–2,1.7,Crotone,,Stadio Dino Manuzzi,Simone Sozza
745,Sat,2021-04-10,18:00,Parma,1.1,1–3,1.2,Milan,,Stadio Ennio Tardini,Fabio Maresca
746,Sat,2021-04-10,20:45,Udinese,1.5,0–1,1.5,Torino,,Dacia Arena,Daniele Doveri
747,Sun,2021-04-11,12:30,Inter,1.3,1–0,0.5,Cagliari,,Stadio Giuseppe Meazza,Luca Pairetto
748,Sun,2021-04-11,15:00,Juventus,2.3,3–1,1.1,Genoa,,Allianz Stadium,Marco Di Bello
749,Sun,2021-04-11,15:00,Sampdoria,1.0,0–2,1.9,Napoli,,Stadio Comunale Luigi Ferraris,Paolo Valeri
750,Sun,2021-04-11,15:00,Hellas Verona,0.2,0–1,0.7,Lazio,,Stadio Marc'Antonio Bentegodi,Daniele Chiffi
751,Sun,2021-04-11,18:00,Roma,1.6,1–0,1.4,Bologna,,Stadio Olimpico,Marco Guida
752,Sun,2021-04-11,20:45,Fiorentina,1.3,2–3,2.5,Atalanta,,Stadio Artemio Franchi,Juan Sacchi
753,Mon,2021-04-12,20:45,Benevento,0.7,0–1,1.8,Sassuolo,,Stadio Ciro Vigorito,Valerio Marini
755,Sat,2021-04-17,15:00,Sampdoria,1.8,3–1,1.5,Hellas Verona,,Stadio Comunale Luigi Ferraris,Federico Dionisi
756,Sat,2021-04-17,15:00,Crotone,1.2,1–2,0.9,Udinese,,Stadio Ezio Scida,Luca Massimi
