,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
1013,,Sun,2019-12-01,17:00,Rennes,1.3,2–1,0.4,Saint-Étienne,26738.0,Roazhon Park,Eric Wattellier
1015,,Tue,2019-12-03,19:00,Brest,2.0,5–0,0.7,Strasbourg,12437.0,Stade Francis-Le Blé,Jérôme Brisard
1016,,Tue,2019-12-03,19:00,Bordeaux,2.5,6–0,0.2,Nîmes,12419.0,Stade Matmut-Atlantique,Clément Turpin
1017,,Tue,2019-12-03,19:00,Angers,0.5,0–2,2.1,Marseille,12455.0,Stade Raymond Kopa,Franck Schneider
1018,,Tue,2019-12-03,21:05,Lyon,0.8,0–1,0.7,Lille,42535.0,Groupama Stadium,Ruddy Buquet
1019,,Wed,2019-12-04,19:00,Toulouse,1.8,1–2,3.4,Monaco,13030.0,Stadium Municipal,Willy Delajod
1020,,Wed,2019-12-04,19:00,Metz,0.9,0–1,0.8,Rennes,14214.0,Stade Saint-Symphorien,Karim Abed
1021,,Wed,2019-12-04,19:00,Saint-Étienne,3.3,4–1,1.4,Nice,20138.0,Stade Geoffroy-Guichard,Thomas Léonard
1022,,Wed,2019-12-04,19:00,Dijon,1.5,2–2,1.4,Montpellier,11926.0,Stade Gaston Gérard,François Letexier
1023,,Wed,2019-12-04,21:05,Paris S-G,2.8,2–0,0.4,Nantes,47485.0,Parc des Princes,Amaury Delerue
1025,,Fri,2019-12-06,19:00,Lille,1.9,1–0,0.4,Brest,32682.0,Stade Pierre-Mauroy,Eric Wattellier
1026,,Fri,2019-12-06,20:45,Nîmes,0.3,0–4,2.8,Lyon,12801.0,Stade des Costières,Olivier Thual
1027,,Sat,2019-12-07,17:30,Montpellier,0.3,1–3,1.1,Paris S-G,20197.0,Stade de la Mosson,Antony Gautier
1028,,Sat,2019-12-07,20:00,Monaco,2.2,3–0,0.3,Amiens,4203.0,Stade Louis II.,Jeremy Stinat
1029,,Sat,2019-12-07,20:00,Rennes,1.7,2–1,1.0,Angers,25656.0,Roazhon Park,Amaury Delerue
1030,,Sat,2019-12-07,20:00,Strasbourg,2.1,4–2,1.4,Toulouse,23634.0,Stade de la Meinau,Johan Hamel
1031,,Sat,2019-12-07,20:00,Nice,2.1,4–1,1.4,Metz,14967.0,Stade de Nice,Jérémie Pignard
1032,,Sun,2019-12-08,15:00,Reims,0.9,3–1,0.6,Saint-Étienne,14512.0,Stade Auguste-Delaune II,Stéphanie Frappart
1033,,Sun,2019-12-08,17:00,Nantes,1.3,1–0,0.3,Dijon,16001.0,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem
1034,,Sun,2019-12-08,21:00,Marseille,1.5,3–1,0.1,Bordeaux,52079.0,Orange Vélodrome,Mikael Lesage
1036,,Fri,2019-12-13,20:45,Lille,1.9,2–1,1.4,Montpellier,30170.0,Stade Pierre-Mauroy,Jérôme Brisard
1037,,Sat,2019-12-14,17:30,Metz,1.1,1–1,1.2,Marseille,20586.0,Stade Saint-Symphorien,Willy Delajod
1038,,Sat,2019-12-14,20:00,Amiens,0.5,1–1,0.5,Dijon,10530.0,Stade de la Licorne,Thomas Léonard
1039,,Sat,2019-12-14,20:00,Angers,1.1,0–0,0.5,Monaco,9959.0,Stade Raymond Kopa,Hakim Ben El Hadj Salem
1040,,Sat,2019-12-14,20:00,Toulouse,0.4,0–1,1.2,Reims,12577.0,Stadium Municipal,Clément Turpin
1041,,Sat,2019-12-14,20:00,Brest,1.9,0–0,0.9,Nice,13042.0,Stade Francis-Le Blé,Franck Schneider
1042,,Sat,2019-12-14,20:00,Nîmes,1.0,0–1,1.6,Nantes,12098.0,Stade des Costières,Karim Abed
1043,,Sun,2019-12-15,15:00,Bordeaux,1.4,0–1,0.8,Strasbourg,18710.0,Stade Matmut-Atlantique,Florent Batta
1044,,Sun,2019-12-15,17:00,Lyon,0.5,0–1,1.8,Rennes,45010.0,Groupama Stadium,Benoît Bastien
1045,,Sun,2019-12-15,21:00,Saint-Étienne,1.0,0–4,3.8,Paris S-G,36391.0,Stade Geoffroy-Guichard,Ruddy Buquet
1047,,Sat,2019-12-21,20:45,Nantes,0.4,1–2,1.1,Angers,29807.0,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard
1048,,Sat,2019-12-21,20:45,Paris S-G,4.1,4–1,0.6,Amiens,47693.0,Parc des Princes,Eric Wattellier
1049,,Sat,2019-12-21,20:45,Monaco,2.2,5–1,0.5,Lille,5388.0,Stade Louis II.,Mikael Lesage
1050,,Sat,2019-12-21,20:45,Montpellier,1.9,4–0,0.8,Brest,12975.0,Stade de la Mosson,Jeremy Stinat
1051,,Sat,2019-12-21,20:45,Dijon,0.8,2–2,1.6,Metz,12309.0,Stade Gaston Gérard,Johan Hamel
1052,,Sat,2019-12-21,20:45,Strasbourg,0.9,2–1,1.6,Saint-Étienne,25471.0,Stade de la Meinau,Olivier Thual
1053,,Sat,2019-12-21,20:45,Rennes,1.2,1–0,0.5,Bordeaux,26403.0,Roazhon Park,Thomas Léonard
1054,,Sat,2019-12-21,20:45,Reims,1.3,1–1,1.5,Lyon,17257.0,Stade Auguste-Delaune II,Amaury Delerue
1055,,Sat,2019-12-21,20:45,Marseille,1.9,3–1,0.8,Nîmes,59043.0,Orange Vélodrome,François Letexier
1056,,Sat,2019-12-21,20:45,Nice,1.8,3–0,0.3,Toulouse,17945.0,Stade de Nice,Stéphanie Frappart
1058,,Fri,2020-01-10,20:45,Rennes,0.6,0–1,0.8,Marseille,28896.0,Roazhon Park,Benoît Millot
1059,,Sat,2020-01-11,17:30,Bordeaux,0.8,1–2,2.4,Lyon,28737.0,Stade Matmut-Atlantique,Clément Turpin
1060,,Sat,2020-01-11,20:00,Metz,1.0,1–0,1.5,Strasbourg,18079.0,Stade Saint-Symphorien,Jérôme Brisard
1061,,Sat,2020-01-11,20:00,Toulouse,1.0,2–5,1.4,Brest,13666.0,Stadium Municipal,Hakim Ben El Hadj Salem
1062,,Sat,2020-01-11,20:00,Nîmes,1.6,2–0,0.2,Reims,11867.0,Stade des Costières,Olivier Thual
1063,,Sat,2020-01-11,20:00,Amiens,0.8,1–2,0.9,Montpellier,10205.0,Stade de la Licorne,Karim Abed
1064,,Sat,2020-01-11,20:00,Angers,1.1,1–1,1.1,Nice,9105.0,Stade Raymond Kopa,Willy Delajod
1065,,Sun,2020-01-12,15:00,Saint-Étienne,0.7,0–2,0.7,Nantes,,Stade Geoffroy-Guichard,Benoît Bastien
1066,,Sun,2020-01-12,17:00,Dijon,1.2,1–0,1.0,Lille,12115.0,Stade Gaston Gérard,Franck Schneider
1067,,Sun,2020-01-12,21:00,Paris S-G,2.4,3–3,2.6,Monaco,47580.0,Parc des Princes,Antony Gautier
1069,,Wed,2020-01-15,19:00,Nîmes,0.3,0–1,0.8,Rennes,12388.0,Stade des Costières,Willy Delajod
1071,,Wed,2020-01-15,19:00,Amiens,1.0,1–1,0.3,Reims,10712.0,Stade de la Licorne,Johan Hamel
1073,,Wed,2020-01-15,21:00,Monaco,1.0,1–4,3.2,Paris S-G,11214.0,Stade Louis II.,François Letexier
1075,,Fri,2020-01-24,20:45,Nice,2.6,1–1,2.3,Rennes,15199.0,Stade de Nice,Hakim Ben El Hadj Salem
1076,,Sat,2020-01-25,17:30,Marseille,0.4,0–0,0.2,Angers,55761.0,Orange Vélodrome,Johan Hamel
1077,,Sat,2020-01-25,20:00,Reims,0.5,0–1,0.9,Metz,11818.0,Stade Auguste-Delaune II,Jérémie Pignard
1078,,Sat,2020-01-25,20:00,Brest,1.0,2–1,1.1,Amiens,12866.0,Stade Francis-Le Blé,Thomas Léonard
1079,,Sat,2020-01-25,20:00,Monaco,0.9,1–3,1.2,Strasbourg,4800.0,Stade Louis II.,Eric Wattellier
1080,,Sat,2020-01-25,20:00,Montpellier,2.0,2–1,0.5,Dijon,11129.0,Stade de la Mosson,Jérôme Miguelgorry
1081,,Sat,2020-01-25,20:00,Saint-Étienne,2.0,2–1,0.7,Nîmes,23927.0,Stade Geoffroy-Guichard,Jeremy Stinat
1082,,Sun,2020-01-26,15:00,Lyon,1.2,3–0,0.4,Toulouse,42582.0,Groupama Stadium,Antony Gautier
1083,,Sun,2020-01-26,17:00,Nantes,0.2,0–1,0.9,Bordeaux,29839.0,Stade de la Beaujoire - Louis Fonteneau,Karim Abed
1084,,Sun,2020-01-26,21:00,Lille,0.6,0–2,2.1,Paris S-G,49132.0,Stade Pierre-Mauroy,Amaury Delerue
1086,,Fri,2020-01-31,20:45,Rennes,2.4,3–2,0.8,Nantes,27836.0,Roazhon Park,Benoît Millot
1087,,Sat,2020-02-01,17:30,Paris S-G,2.6,5–0,0.2,Montpellier,47701.0,Parc des Princes,Jérôme Brisard
1088,,Sat,2020-02-01,20:00,Strasbourg,1.6,1–2,1.3,Lille,25139.0,Stade de la Meinau,Stéphanie Frappart
1089,,Sat,2020-02-01,20:00,Nîmes,2.0,3–1,0.7,Monaco,12580.0,Stade des Costières,Mikael Lesage
1090,,Sat,2020-02-01,20:00,Amiens,0.4,0–0,0.4,Toulouse,10992.0,Stade de la Licorne,François Letexier
1091,,Sat,2020-02-01,20:00,Dijon,0.9,3–0,1.4,Brest,11212.0,Stade Gaston Gérard,Olivier Thual
1092,,Sat,2020-02-01,20:00,Angers,1.1,1–4,1.4,Reims,8467.0,Stade Raymond Kopa,Amaury Delerue
1093,,Sun,2020-02-02,15:00,Nice,1.5,2–1,1.2,Lyon,23553.0,Stade de Nice,Benoît Bastien
1094,,Sun,2020-02-02,17:00,Metz,0.8,3–1,1.7,Saint-Étienne,15636.0,Stade Saint-Symphorien,Antony Gautier
1095,,Sun,2020-02-02,21:00,Bordeaux,1.0,0–0,0.5,Marseille,36196.0,Stade Matmut-Atlantique,Ruddy Buquet
1097,,Tue,2020-02-04,19:00,Lille,0.7,1–0,0.3,Rennes,35030.0,Stade Pierre-Mauroy,Johan Hamel
1098,,Tue,2020-02-04,19:00,Monaco,0.4,1–0,1.0,Angers,3585.0,Stade Louis II.,Jeremy Stinat
1099,,Tue,2020-02-04,21:05,Nantes,2.6,1–2,3.3,Paris S-G,34307.0,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider
1100,,Wed,2020-02-05,19:00,Lyon,0.3,0–0,0.3,Amiens,36670.0,Groupama Stadium,Jérôme Miguelgorry
1101,,Wed,2020-02-05,19:00,Brest,1.8,1–1,1.1,Bordeaux,13034.0,Stade Francis-Le Blé,Willy Delajod
1102,,Wed,2020-02-05,19:00,Nîmes,1.9,2–0,0.6,Dijon,11705.0,Stade des Costières,Florent Batta
1103,,Wed,2020-02-05,19:00,Montpellier,0.4,1–1,1.6,Metz,10786.0,Stade de la Mosson,Hakim Ben El Hadj Salem
1104,,Wed,2020-02-05,19:00,Toulouse,0.8,0–1,1.2,Strasbourg,16596.0,Stadium Municipal,Karim Abed
1105,,Wed,2020-02-05,19:00,Reims,1.2,1–1,0.9,Nice,11384.0,Stade Auguste-Delaune II,Eric Wattellier
1106,,Wed,2020-02-05,21:00,Saint-Étienne,0.4,0–2,0.3,Marseille,29074.0,Stade Geoffroy-Guichard,Jérôme Brisard
1108,,Fri,2020-02-07,20:45,Angers,0.5,0–2,1.7,Lille,9145.0,Stade Raymond Kopa,Benoît Bastien
1109,,Sat,2020-02-08,17:30,Marseille,0.9,1–0,1.4,Toulouse,53995.0,Orange Vélodrome,Stéphanie Frappart
1110,,Sat,2020-02-08,20:00,Rennes,0.8,0–0,0.7,Brest,28436.0,Roazhon Park,Ruddy Buquet
1111,,Sat,2020-02-08,20:00,Dijon,1.4,3–3,0.6,Nantes,11780.0,Stade Gaston Gérard,Jérémie Pignard
1112,,Sat,2020-02-08,20:00,Nice,1.0,1–3,1.2,Nîmes,15603.0,Stade de Nice,Antony Gautier
1113,,Sat,2020-02-08,20:00,Amiens,0.4,1–2,1.5,Monaco,11683.0,Stade de la Licorne,Olivier Thual
1114,,Sat,2020-02-08,20:00,Metz,0.7,1–2,1.9,Bordeaux,15054.0,Stade Saint-Symphorien,François Letexier
1115,,Sun,2020-02-09,15:00,Montpellier,0.6,1–0,1.2,Saint-Étienne,14669.0,Stade de la Mosson,Amaury Delerue
1116,,Sun,2020-02-09,17:00,Strasbourg,3.0,3–0,0.3,Reims,25241.0,Stade de la Meinau,Thomas Léonard
1117,,Sun,2020-02-09,21:00,Paris S-G,1.7,4–2,1.1,Lyon,47000.0,Parc des Princes,Clément Turpin
1119,,Fri,2020-02-14,20:45,Monaco,2.2,1–0,1.1,Montpellier,4384.0,Stade Louis II.,Ruddy Buquet
1120,,Sat,2020-02-15,17:30,Amiens,1.5,4–4,2.8,Paris S-G,12964.0,Stade de la Licorne,Hakim Ben El Hadj Salem
1121,,Sat,2020-02-15,20:00,Nîmes,1.3,1–0,0.6,Angers,12417.0,Stade des Costières,Karim Abed
1122,,Sat,2020-02-15,20:00,Toulouse,2.3,0–2,1.0,Nice,12903.0,Stadium Municipal,Jérôme Miguelgorry
1123,,Sat,2020-02-15,20:00,Bordeaux,1.2,2–2,1.0,Dijon,13701.0,Stade Matmut-Atlantique,Mikael Lesage
1124,,Sat,2020-02-15,20:00,Nantes,1.3,0–0,0.2,Metz,20444.0,Stade de la Beaujoire - Louis Fonteneau,Jeremy Stinat
1125,,Sun,2020-02-16,15:00,Lyon,1.1,1–1,1.2,Strasbourg,45141.0,Groupama Stadium,Johan Hamel
1126,,Sun,2020-02-16,17:00,Reims,1.4,1–0,0.2,Rennes,13026.0,Stade Auguste-Delaune II,Florent Batta
1127,,Sun,2020-02-16,17:00,Brest,1.8,3–2,1.3,Saint-Étienne,13399.0,Stade Francis-Le Blé,Eric Wattellier
1128,,Sun,2020-02-16,21:00,Lille,1.1,1–2,1.4,Marseille,47314.0,Stade Pierre-Mauroy,Franck Schneider
1130,,Fri,2020-02-21,19:00,Nice,1.5,2–2,0.8,Brest,15856.0,Stade de Nice,Jérémie Pignard
1131,,Fri,2020-02-21,20:45,Metz,0.2,0–2,1.9,Lyon,18247.0,Stade Saint-Symphorien,Eric Wattellier
1132,,Sat,2020-02-22,17:30,Marseille,0.8,1–3,0.7,Nantes,60430.0,Orange Vélodrome,Jérôme Miguelgorry
1133,,Sat,2020-02-22,20:00,Lille,2.5,3–0,0.6,Toulouse,37034.0,Stade Pierre-Mauroy,Thomas Léonard
1134,,Sat,2020-02-22,20:00,Angers,1.2,1–0,1.0,Montpellier,9453.0,Stade Raymond Kopa,Antony Gautier
1135,,Sat,2020-02-22,20:00,Dijon,1.7,1–1,2.3,Monaco,13657.0,Stade Gaston Gérard,François Letexier
1136,,Sat,2020-02-22,20:00,Strasbourg,0.8,0–0,0.0,Amiens,26109.0,Stade de la Meinau,Amaury Delerue
1137,,Sun,2020-02-23,15:00,Saint-Étienne,0.4,1–1,1.1,Reims,24868.0,Stade Geoffroy-Guichard,Benoît Bastien
1138,,Sun,2020-02-23,17:00,Rennes,2.8,2–1,0.4,Nîmes,28084.0,Roazhon Park,Stéphanie Frappart
1139,,Sun,2020-02-23,21:00,Paris S-G,4.1,4–3,1.5,Bordeaux,47771.0,Parc des Princes,Willy Delajod
1141,,Fri,2020-02-28,20:45,Nîmes,1.7,2–3,2.0,Marseille,13755.0,Stade des Costières,Clément Turpin
1142,,Sat,2020-02-29,17:30,Paris S-G,5.0,4–0,0.3,Dijon,47542.0,Parc des Princes,Karim Abed
1143,,Sat,2020-02-29,20:00,Montpellier,2.8,3–0,0.9,Strasbourg,11799.0,Stade de la Mosson,Mikael Lesage
1144,,Sat,2020-02-29,20:00,Monaco,2.1,1–1,0.9,Reims,4237.0,Stade Louis II.,Hakim Ben El Hadj Salem
1145,,Sat,2020-02-29,20:00,Brest,1.0,0–1,0.3,Angers,13313.0,Stade Francis-Le Blé,Florent Batta
1146,,Sat,2020-02-29,20:00,Toulouse,0.9,0–2,1.3,Rennes,13301.0,Stadium Municipal,Jeremy Stinat
1147,,Sat,2020-02-29,20:00,Amiens,1.3,0–1,0.9,Metz,12375.0,Stade de la Licorne,Johan Hamel
1148,,Sun,2020-03-01,15:00,Nantes,0.3,0–1,2.1,Lille,20704.0,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod
1149,,Sun,2020-03-01,17:00,Bordeaux,1.7,1–1,0.5,Nice,15799.0,Stade Matmut-Atlantique,Benoît Millot
1150,,Sun,2020-03-01,21:00,Lyon,2.4,2–0,0.6,Saint-Étienne,52772.0,Groupama Stadium,Franck Schneider
1152,,Fri,2020-03-06,21:00,Marseille,1.0,2–2,2.1,Amiens,49748.0,Orange Vélodrome,François Letexier
1153,,Sat,2020-03-07,20:00,Nice,1.1,2–1,1.1,Monaco,21001.0,Stade de Nice,Amaury Delerue
1154,,Sat,2020-03-07,20:00,Angers,0.7,2–0,1.3,Nantes,12132.0,Stade Raymond Kopa,Stéphanie Frappart
1155,,Sat,2020-03-07,20:00,Metz,1.6,2–1,1.5,Nîmes,14797.0,Stade Saint-Symphorien,Ruddy Buquet
1156,,Sat,2020-03-07,20:00,Reims,2.0,1–0,1.2,Brest,11062.0,Stade Auguste-Delaune II,Karim Abed
1157,,Sat,2020-03-07,20:00,Dijon,1.0,2–1,0.8,Toulouse,12549.0,Stade Gaston Gérard,Jérôme Brisard
1158,,Sun,2020-03-08,15:00,Saint-Étienne,0.8,1–1,0.7,Bordeaux,24912.0,Stade Geoffroy-Guichard,Thomas Léonard
1159,,Sun,2020-03-08,17:00,Rennes,3.2,5–0,0.8,Montpellier,24818.0,Roazhon Park,Jérémie Pignard
1160,,Sun,2020-03-08,21:00,Lille,1.1,1–0,0.9,Lyon,40164.0,Stade Pierre-Mauroy,Benoît Bastien
1162,,Fri,2020-03-13,20:45,Lyon,,,,Reims,,Groupama Stadium,
1163,,Sat,2020-03-14,17:30,Montpellier,,,,Marseille,,Stade de la Mosson,
1164,,Sat,2020-03-14,20:00,Brest,,,,Lille,,Stade Francis-Le Blé,
1165,,Sat,2020-03-14,20:00,Nantes,,,,Nîmes,,Stade de la Beaujoire - Louis Fonteneau,
1166,,Sat,2020-03-14,20:00,Toulouse,,,,Metz,,Stadium Municipal,
1167,,Sat,2020-03-14,20:00,Amiens,,,,Angers,,Stade de la Licorne,
1168,,Sat,2020-03-14,20:00,Strasbourg,,,,Dijon,,Stade de la Meinau,
1169,,Sun,2020-03-15,15:00,Bordeaux,,,,Rennes,,Stade Matmut-Atlantique,
1170,,Sun,2020-03-15,17:00,Monaco,,,,Saint-Étienne,,Stade Louis II.,
1171,,Sun,2020-03-15,21:00,Paris S-G,,,,Nice,,Parc des Princes,
1173,,Wed,2020-03-18,,Strasbourg,,,,Paris S-G,,Stade de la Meinau,
1175,,Fri,2020-03-20,20:45,Lille,,,,Monaco,,Stade Pierre-Mauroy,
1176,,Sat,2020-03-21,17:30,Rennes,,,,Lyon,,Roazhon Park,
1177,,Sat,2020-03-21,20:00,Nîmes,,,,Bordeaux,,Stade des Costières,
1178,,Sat,2020-03-21,20:00,Nice,,,,Montpellier,,Stade de Nice,
1179,,Sat,2020-03-21,20:00,Angers,,,,Toulouse,,Stade Raymond Kopa,
1180,,Sat,2020-03-21,20:00,Dijon,,,,Amiens,,Stade Gaston Gérard,
1181,,Sat,2020-03-21,20:00,Metz,,,,Brest,,Stade Saint-Symphorien,
1182,,Sun,2020-03-22,15:00,Saint-Étienne,,,,Strasbourg,,Stade Geoffroy-Guichard,
1183,,Sun,2020-03-22,17:00,Reims,,,,Nantes,,Stade Auguste-Delaune II,
1184,,Sun,2020-03-22,21:00,Marseille,,,,Paris S-G,,Orange Vélodrome,
1186,,Sun,2020-04-05,,Paris S-G,,,,Metz,,Parc des Princes,
1187,,Sun,2020-04-05,,Lyon,,,,Nîmes,,Groupama Stadium,
1188,,Sat,2020-04-04,17:30,Montpellier,,,,Lille,,Stade de la Mosson,
1189,,Sat,2020-04-04,19:15,Toulouse,,,,Saint-Étienne,,Stadium Municipal,
1190,,Sun,2020-04-05,15:00,Monaco,,,,Nantes,,Stade Louis II.,
1191,,Sun,2020-04-05,17:00,Bordeaux,,,,Reims,,Stade Matmut-Atlantique,
1192,,Sun,2020-04-05,17:00,Amiens,,,,Rennes,,Stade de la Licorne,
1193,,Sun,2020-04-05,17:00,Dijon,,,,Nice,,Stade Gaston Gérard,
1194,,Sun,2020-04-05,17:00,Strasbourg,,,,Angers,,Stade de la Meinau,
1195,,Sun,2020-04-05,21:00,Brest,,,,Marseille,,Stade Francis-Le Blé,
1197,,Sat,2020-04-11,,Nice,,,,Strasbourg,,Stade de Nice,
1198,,Sat,2020-04-11,,Bordeaux,,,,Amiens,,Stade Matmut-Atlantique,
1199,,Sat,2020-04-11,,Angers,,,,Paris S-G,,Stade Raymond Kopa,
1200,,Sat,2020-04-11,,Marseille,,,,Dijon,,Orange Vélodrome,
1201,,Sat,2020-04-11,,Nantes,,,,Lyon,,Stade de la Beaujoire - Louis Fonteneau,
1202,,Sat,2020-04-11,,Brest,,,,Monaco,,Stade Francis-Le Blé,
1203,,Sat,2020-04-11,,Saint-Étienne,,,,Rennes,,Stade Geoffroy-Guichard,
1204,,Sat,2020-04-11,,Reims,,,,Toulouse,,Stade Auguste-Delaune II,
1205,,Sat,2020-04-11,,Metz,,,,Lille,,Stade Saint-Symphorien,
1206,,Sat,2020-04-11,,Nîmes,,,,Montpellier,,Stade des Costières,
1208,,Sat,2020-04-18,,Lille,,,,Nice,,Stade Pierre-Mauroy,
1209,,Sat,2020-04-18,,Monaco,,,,Bordeaux,,Stade Louis II.,
1210,,Sat,2020-04-18,,Rennes,,,,Metz,,Roazhon Park,
1211,,Sat,2020-04-18,,Amiens,,,,Nîmes,,Stade de la Licorne,
1212,,Sat,2020-04-18,,Lyon,,,,Marseille,,Groupama Stadium,
1213,,Sat,2020-04-18,,Toulouse,,,,Nantes,,Stadium Municipal,
1214,,Sat,2020-04-18,,Dijon,,,,Angers,,Stade Gaston Gérard,
1215,,Sat,2020-04-18,,Strasbourg,,,,Brest,,Stade de la Meinau,
1216,,Sat,2020-04-18,,Montpellier,,,,Reims,,Stade de la Mosson,
1217,,Sat,2020-04-18,,Paris S-G,,,,Saint-Étienne,,Parc des Princes,
1219,,Sun,2020-04-26,,Metz,,,,Dijon,,Stade Saint-Symphorien,
1220,,Sun,2020-04-26,,Marseille,,,,Nice,,Orange Vélodrome,
1221,,Sun,2020-04-26,,Nîmes,,,,Lille,,Stade des Costières,
1222,,Sun,2020-04-26,,Reims,,,,Paris S-G,,Stade Auguste-Delaune II,
1223,,Sun,2020-04-26,,Bordeaux,,,,Toulouse,,Stade Matmut-Atlantique,
1224,,Sun,2020-04-26,,Nantes,,,,Amiens,,Stade de la Beaujoire - Louis Fonteneau,
1225,,Sun,2020-04-26,,Lyon,,,,Monaco,,Groupama Stadium,
1226,,Sun,2020-04-26,,Rennes,,,,Strasbourg,,Roazhon Park,
1227,,Sun,2020-04-26,,Brest,,,,Montpellier,,Stade Francis-Le Blé,
1228,,Sun,2020-04-26,,Saint-Étienne,,,,Angers,,Stade Geoffroy-Guichard,
1230,,Sat,2020-05-02,,Strasbourg,,,,Marseille,,Stade de la Meinau,
1231,,Sat,2020-05-02,,Toulouse,,,,Nîmes,,Stadium Municipal,
1232,,Sat,2020-05-02,,Angers,,,,Rennes,,Stade Raymond Kopa,
1233,,Sat,2020-05-02,,Monaco,,,,Metz,,Stade Louis II.,
1234,,Sat,2020-05-02,,Amiens,,,,Saint-Étienne,,Stade de la Licorne,
1235,,Sat,2020-05-02,,Nice,,,,Nantes,,Stade de Nice,
1236,,Sat,2020-05-02,,Paris S-G,,,,Brest,,Parc des Princes,
1237,,Sat,2020-05-02,,Lille,,,,Reims,,Stade Pierre-Mauroy,
1238,,Sat,2020-05-02,,Montpellier,,,,Bordeaux,,Stade de la Mosson,
1239,,Sat,2020-05-02,,Dijon,,,,Lyon,,Stade Gaston Gérard,
1241,,Sat,2020-05-09,,Nîmes,,,,Strasbourg,,Stade des Costières,
1242,,Sat,2020-05-09,,Nantes,,,,Brest,,Stade de la Beaujoire - Louis Fonteneau,
1243,,Sat,2020-05-09,,Saint-Étienne,,,,Lille,,Stade Geoffroy-Guichard,
1244,,Sat,2020-05-09,,Bordeaux,,,,Angers,,Stade Matmut-Atlantique,
1245,,Sat,2020-05-09,,Marseille,,,,Monaco,,Orange Vélodrome,
1246,,Sat,2020-05-09,,Lyon,,,,Montpellier,,Groupama Stadium,
1247,,Sat,2020-05-09,,Reims,,,,Amiens,,Stade Auguste-Delaune II,
1248,,Sat,2020-05-09,,Metz,,,,Nice,,Stade Saint-Symphorien,
1249,,Sat,2020-05-09,,Rennes,,,,Dijon,,Roazhon Park,
1250,,Sat,2020-05-09,,Toulouse,,,,Paris S-G,,Stadium Municipal,
1252,,Sat,2020-05-16,,Angers,,,,Lyon,,Stade Raymond Kopa,
1253,,Sat,2020-05-16,,Nice,,,,Saint-Étienne,,Stade de Nice,
1254,,Sat,2020-05-16,,Strasbourg,,,,Bordeaux,,Stade de la Meinau,
1255,,Sat,2020-05-16,,Montpellier,,,,Nantes,,Stade de la Mosson,
1256,,Sat,2020-05-16,,Lille,,,,Amiens,,Stade Pierre-Mauroy,
1257,,Sat,2020-05-16,,Paris S-G,,,,Rennes,,Parc des Princes,
1258,,Sat,2020-05-16,,Marseille,,,,Metz,,Orange Vélodrome,
1259,,Sat,2020-05-16,,Monaco,,,,Toulouse,,Stade Louis II.,
1260,,Sat,2020-05-16,,Brest,,,,Nîmes,,Stade Francis-Le Blé,
1261,,Sat,2020-05-16,,Dijon,,,,Reims,,Stade Gaston Gérard,
1263,,Sat,2020-05-23,,Saint-Étienne,,,,Dijon,,Stade Geoffroy-Guichard,
1264,,Sat,2020-05-23,,Reims,,,,Marseille,,Stade Auguste-Delaune II,
1265,,Sat,2020-05-23,,Metz,,,,Angers,,Stade Saint-Symphorien,
1266,,Sat,2020-05-23,,Amiens,,,,Nice,,Stade de la Licorne,
1267,,Sat,2020-05-23,,Nantes,,,,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,
1268,,Sat,2020-05-23,,Toulouse,,,,Montpellier,,Stadium Municipal,
1269,,Sat,2020-05-23,,Rennes,,,,Monaco,,Roazhon Park,
1270,,Sat,2020-05-23,,Lyon,,,,Brest,,Groupama Stadium,
1271,,Sat,2020-05-23,,Nîmes,,,,Paris S-G,,Stade des Costières,
1272,,Sat,2020-05-23,,Bordeaux,,,,Lille,,Stade Matmut-Atlantique,
1273,Regular Season,Fri,2018-08-10,20:45,Marseille,2.8,4–0,0.3,Toulouse,60756.0,Orange Vélodrome,Ruddy Buquet
1274,Regular Season,Sat,2018-08-11,17:00,Nantes,1.6,1–3,2.2,Monaco,32760.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard
1275,Regular Season,Sat,2018-08-11,20:00,Montpellier,2.0,1–2,2.0,Dijon,12765.0,Stade de la Mosson,Florent Batta
1276,Regular Season,Sat,2018-08-11,20:00,Angers,2.5,3–4,1.8,Nîmes,9534.0,Stade Raymond Kopa,Antony Gautier
1277,Regular Season,Sat,2018-08-11,20:00,Saint-Étienne,1.0,2–1,1.9,Guingamp,26006.0,Stade Geoffroy-Guichard,Amaury Delerue
1278,Regular Season,Sat,2018-08-11,20:00,Lille,1.5,3–1,0.5,Rennes,25708.0,Stade Pierre-Mauroy,Willy Delajod
1279,Regular Season,Sat,2018-08-11,20:00,Nice,1.2,0–1,0.5,Reims,21421.0,Stade de Nice,Johan Hamel
1280,Regular Season,Sun,2018-08-12,15:00,Lyon,1.0,2–0,0.5,Amiens,48263.0,Groupama Stadium,Franck Schneider
1281,Regular Season,Sun,2018-08-12,17:00,Bordeaux,0.2,0–2,1.7,Strasbourg,23079.0,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem
