,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
788,Regular Season,Sun,2021-04-18,15:00,Dijon,1.3,2–0,0.9,Nice,,Stade Gaston Gérard,Johan Hamel
789,Regular Season,Sun,2021-04-18,15:00,Nîmes,1.4,1–1,1.2,Strasbourg,,Stade des Costières,Antony Gautier
790,Regular Season,Sun,2021-04-18,15:00,Reims,0.9,0–0,0.4,Metz,,Stade Auguste-Delaune II,Jérôme Miguelgorry
791,Regular Season,Sun,2021-04-18,15:00,Brest,0.3,1–1,1.3,Lens,,Stade Francis-Le Blé,Karim Abed
792,Regular Season,Sun,2021-04-18,17:05,Bordeaux,1.1,0–3,2.2,Monaco,,Stade Matmut-Atlantique,François Letexier
793,Regular Season,Sun,2021-04-18,21:00,Nantes,0.9,1–2,2.3,Lyon,,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien
795,Regular Season,Fri,2021-04-23,21:00,Reims,0.8,1–3,2.2,Marseille,,Stade Auguste-Delaune II,Eric Wattellier
796,Regular Season,Sat,2021-04-24,13:00,Saint-Étienne,0.8,1–2,1.5,Brest,,Stade Geoffroy-Guichard,Florent Batta
797,Regular Season,Sat,2021-04-24,17:00,Metz,0.5,1–3,2.7,Paris S-G,,Stade Saint-Symphorien,Willy Delajod
798,Regular Season,Sun,2021-04-25,13:00,Nice,2.1,3–1,1.4,Montpellier,,Stade de Nice,Bastien Dechepy
799,Regular Season,Sun,2021-04-25,15:00,Lens,0.4,2–1,1.4,Nîmes,,Stade Bollaert-Delelis,Aurélien Petit
800,Regular Season,Sun,2021-04-25,15:00,Lorient,2.9,4–1,1.0,Bordeaux,,Stade Yves Allainmat - Le Moustoir,Jérémie Pignard
801,Regular Season,Sun,2021-04-25,15:00,Rennes,3.5,5–1,1.1,Dijon,,Roazhon Park,Jeremy Stinat
802,Regular Season,Sun,2021-04-25,15:00,Strasbourg,1.4,1–2,0.8,Nantes,,Stade de la Meinau,Ruddy Buquet
803,Regular Season,Sun,2021-04-25,17:05,Angers,0.1,0–1,1.3,Monaco,,Stade Raymond Kopa,Hakim Ben El Hadj Salem
804,Regular Season,Sun,2021-04-25,21:00,Lyon,0.8,2–3,2.1,Lille,,Groupama Stadium,François Letexier
806,Regular Season,Fri,2021-04-30,21:00,Marseille,0.8,1–1,0.3,Strasbourg,,Orange Vélodrome,Stéphanie Frappart
807,Regular Season,Sat,2021-05-01,17:00,Paris S-G,1.6,2–1,1.2,Lens,,Parc des Princes,Jérôme Brisard
808,Regular Season,Sat,2021-05-01,21:00,Lille,1.0,2–0,0.0,Nice,,Stade Pierre-Mauroy,Amaury Delerue
809,Regular Season,Sun,2021-05-02,13:00,Bordeaux,0.6,1–0,0.8,Rennes,,Stade Matmut-Atlantique,Antony Gautier
810,Regular Season,Sun,2021-05-02,15:00,Brest,1.7,1–4,2.2,Nantes,,Stade Francis-Le Blé,Mikael Lesage
811,Regular Season,Sun,2021-05-02,15:00,Dijon,1.0,1–5,1.7,Metz,,Stade Gaston Gérard,Franck Schneider
812,Regular Season,Sun,2021-05-02,15:00,Lorient,1.8,2–0,0.8,Angers,,Stade Yves Allainmat - Le Moustoir,Willy Delajod
813,Regular Season,Sun,2021-05-02,15:00,Nîmes,2.6,2–2,1.0,Reims,,Stade des Costières,Benoît Millot
814,Regular Season,Sun,2021-05-02,17:05,Montpellier,0.9,1–2,3.0,Saint-Étienne,,Stade de la Mosson,Karim Abed
815,Regular Season,Sun,2021-05-02,21:00,Monaco,2.5,2–3,1.8,Lyon,,Stade Louis II.,Clément Turpin
817,Regular Season,Fri,2021-05-07,21:00,Lens,1.0,0–3,1.5,Lille,,Stade Bollaert-Delelis,Clément Turpin
818,Regular Season,Sat,2021-05-08,13:00,Nantes,1.9,3–0,1.1,Bordeaux,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot
819,Regular Season,Sat,2021-05-08,17:00,Lyon,4.2,4–1,0.6,Lorient,,Groupama Stadium,Mikael Lesage
820,Regular Season,Sun,2021-05-09,13:00,Saint-Étienne,1.9,1–0,1.6,Marseille,,Stade Geoffroy-Guichard,Johan Hamel
821,Regular Season,Sun,2021-05-09,15:00,Angers,1.7,3–0,0.5,Dijon,,Stade Raymond Kopa,Jérôme Brisard
822,Regular Season,Sun,2021-05-09,15:00,Metz,0.8,0–3,1.6,Nîmes,,Stade Saint-Symphorien,François Letexier
823,Regular Season,Sun,2021-05-09,15:00,Nice,1.8,3–2,0.7,Brest,,Stade de Nice,Thomas Léonard
824,Regular Season,Sun,2021-05-09,15:00,Strasbourg,1.7,2–3,0.6,Montpellier,,Stade de la Meinau,Jérôme Miguelgorry
825,Regular Season,Sun,2021-05-09,17:05,Reims,0.3,0–1,1.1,Monaco,,Stade Auguste-Delaune II,Antony Gautier
826,Regular Season,Sun,2021-05-09,21:00,Rennes,1.0,1–1,1.9,Paris S-G,,Roazhon Park,Ruddy Buquet
828,Regular Season,Sun,2021-05-16,21:00,Paris S-G,4.6,4–0,0.1,Reims,,Parc des Princes,Clément Turpin
829,Regular Season,Sun,2021-05-16,21:00,Nice,0.4,0–2,1.8,Strasbourg,,Stade de Nice,Mikael Lesage
830,Regular Season,Sun,2021-05-16,21:00,Montpellier,0.3,0–0,1.6,Brest,,Stade de la Mosson,Aurélien Petit
831,Regular Season,Sun,2021-05-16,21:00,Dijon,0.9,0–4,2.3,Nantes,,Stade Gaston Gérard,Karim Abed
832,Regular Season,Sun,2021-05-16,21:00,Bordeaux,2.3,3–0,1.1,Lens,,Stade Matmut-Atlantique,Eric Wattellier
833,Regular Season,Sun,2021-05-16,21:00,Nîmes,1.1,2–5,2.7,Lyon,,Stade des Costières,Ruddy Buquet
834,Regular Season,Sun,2021-05-16,21:00,Lille,0.9,0–0,0.4,Saint-Étienne,,Stade Pierre-Mauroy,Jérôme Brisard
835,Regular Season,Sun,2021-05-16,21:00,Lorient,1.1,2–1,0.1,Metz,,Stade Yves Allainmat - Le Moustoir,Florent Batta
836,Regular Season,Sun,2021-05-16,21:00,Marseille,2.7,3–2,1.3,Angers,,Orange Vélodrome,Franck Schneider
837,Regular Season,Sun,2021-05-16,21:00,Monaco,1.0,2–1,0.5,Rennes,,Stade Louis II.,Benoît Bastien
839,Regular Season,Sun,2021-05-23,21:00,Strasbourg,0.3,1–1,0.6,Lorient,,Stade de la Meinau,Stéphanie Frappart
840,Regular Season,Sun,2021-05-23,21:00,Metz,1.1,1–1,1.2,Marseille,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem
841,Regular Season,Sun,2021-05-23,21:00,Saint-Étienne,1.7,0–1,1.4,Dijon,,Stade Geoffroy-Guichard,Antony Gautier
842,Regular Season,Sun,2021-05-23,21:00,Reims,0.8,1–2,1.2,Bordeaux,,Stade Auguste-Delaune II,Jérôme Brisard
843,Regular Season,Sun,2021-05-23,21:00,Rennes,1.0,2–0,1.1,Nîmes,,Roazhon Park,Willy Delajod
844,Regular Season,Sun,2021-05-23,21:00,Lyon,1.9,2–3,1.6,Nice,,Groupama Stadium,Benoît Millot
845,Regular Season,Sun,2021-05-23,21:00,Angers,0.9,1–2,1.3,Lille,,Stade Raymond Kopa,Benoît Bastien
846,Regular Season,Sun,2021-05-23,21:00,Lens,0.5,0–0,1.8,Monaco,,Stade Bollaert-Delelis,Jérémie Pignard
847,Regular Season,Sun,2021-05-23,21:00,Nantes,1.3,1–2,1.0,Montpellier,,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet
848,Regular Season,Sun,2021-05-23,21:00,Brest,0.9,0–2,2.6,Paris S-G,,Stade Francis-Le Blé,Mikael Lesage
850,French 1/2 Relegation/Promotion Playoff,Thu,2021-05-27,20:45,Toulouse,,1–2,,Nantes,,Stadium Municipal,
851,French 1/2 Relegation/Promotion Playoff,Sun,2021-05-30,18:00,Nantes,,0–1,,Toulouse,,Stade de la Beaujoire - Louis Fonteneau,
852,,Fri,2019-08-09,20:45,Monaco,0.8,0–3,0.8,Lyon,10000.0,Stade Louis II.,Ruddy Buquet
853,,Sat,2019-08-10,17:30,Marseille,0.5,0–2,1.5,Reims,52887.0,Orange Vélodrome,Jérôme Brisard
854,,Sat,2019-08-10,20:00,Nice,1.7,2–1,0.9,Amiens,17719.0,Stade de Nice,Jérémie Pignard
855,,Sat,2019-08-10,20:00,Montpellier,2.1,0–1,1.1,Rennes,15212.0,Stade de la Mosson,Willy Delajod
856,,Sat,2019-08-10,20:00,Dijon,2.1,1–2,1.2,Saint-Étienne,14334.0,Stade Gaston Gérard,Thomas Léonard
857,,Sat,2019-08-10,20:00,Angers,1.4,3–1,1.0,Bordeaux,10749.0,Stade Raymond Kopa,Hakim Ben El Hadj Salem
858,,Sat,2019-08-10,20:00,Brest,1.7,1–1,2.0,Toulouse,14238.0,Stade Francis-Le Blé,Olivier Thual
859,,Sun,2019-08-11,15:00,Lille,1.5,2–1,0.7,Nantes,34494.0,Stade Pierre-Mauroy,Mikael Lesage
860,,Sun,2019-08-11,17:00,Strasbourg,1.3,1–1,0.7,Metz,25476.0,Stade de la Meinau,Antony Gautier
861,,Sun,2019-08-11,21:00,Paris S-G,3.0,3–0,0.3,Nîmes,47151.0,Parc des Princes,Clément Turpin
863,,Fri,2019-08-16,20:45,Lyon,1.3,6–0,0.3,Angers,49871.0,Groupama Stadium,Benoît Millot
864,,Sat,2019-08-17,17:30,Nantes,0.6,0–0,1.1,Marseille,34832.0,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien
865,,Sat,2019-08-17,20:00,Bordeaux,0.9,1–1,0.5,Montpellier,30192.0,Stade Matmut-Atlantique,Franck Schneider
866,,Sat,2019-08-17,20:00,Nîmes,1.2,1–2,1.6,Nice,13243.0,Stade des Costières,François Letexier
867,,Sat,2019-08-17,20:00,Metz,2.3,3–0,0.8,Monaco,19088.0,Stade Saint-Symphorien,Eric Wattellier
868,,Sat,2019-08-17,20:00,Amiens,1.3,1–0,0.2,Lille,12481.0,Stade de la Licorne,Karim Abed
869,,Sat,2019-08-17,20:00,Toulouse,1.9,1–0,1.3,Dijon,10583.0,Stadium Municipal,Ruddy Buquet
870,,Sun,2019-08-18,15:00,Saint-Étienne,1.7,1–1,0.5,Brest,28645.0,Stade Geoffroy-Guichard,Johan Hamel
871,,Sun,2019-08-18,17:00,Reims,0.4,0–0,0.4,Strasbourg,13714.0,Stade Auguste-Delaune II,Florent Batta
872,,Sun,2019-08-18,21:00,Rennes,0.8,2–1,0.7,Paris S-G,28596.0,Roazhon Park,Antony Gautier
874,,Sat,2019-08-24,20:00,Dijon,0.5,0–2,0.6,Bordeaux,12471.0,Stade Gaston Gérard,François Letexier
875,,Sat,2019-08-24,20:00,Amiens,0.4,1–2,2.2,Nantes,11393.0,Stade de la Licorne,Jeremy Stinat
876,,Sat,2019-08-24,20:00,Angers,1.4,3–0,0.1,Metz,9001.0,Stade Raymond Kopa,Stéphanie Frappart
877,,Sat,2019-08-24,20:00,Brest,0.6,1–0,0.8,Reims,13958.0,Stade Francis-Le Blé,Hakim Ben El Hadj Salem
878,,Sun,2019-08-25,15:00,Monaco,3.0,2–2,1.3,Nîmes,7438.0,Stade Louis II.,Amaury Delerue
879,,Sun,2019-08-25,17:00,Strasbourg,1.8,0–2,0.4,Rennes,24951.0,Stade de la Meinau,Ruddy Buquet
880,,Sun,2019-08-25,21:00,Paris S-G,3.5,4–0,0.3,Toulouse,47325.0,Parc des Princes,Jérôme Brisard
881,,Tue,2019-08-27,19:00,Montpellier,2.0,1–0,0.8,Lyon,19387.0,Stade de la Mosson,Mikael Lesage
882,,Wed,2019-08-28,19:00,Lille,2.5,3–0,0.5,Saint-Étienne,36138.0,Stade Pierre-Mauroy,Olivier Thual
883,,Wed,2019-08-28,21:00,Nice,1.5,1–2,1.6,Marseille,31825.0,Stade de Nice,Clément Turpin
885,,Fri,2019-08-30,20:45,Metz,0.4,0–2,1.5,Paris S-G,20685.0,Stade Saint-Symphorien,Franck Schneider
886,,Sat,2019-08-31,17:30,Lyon,0.8,1–1,1.1,Bordeaux,52327.0,Groupama Stadium,Antony Gautier
887,,Sat,2019-08-31,20:00,Angers,1.0,2–0,0.7,Dijon,8988.0,Stade Raymond Kopa,Jérémie Pignard
888,,Sat,2019-08-31,20:00,Toulouse,0.9,2–0,0.4,Amiens,10184.0,Stadium Municipal,Florent Batta
889,,Sat,2019-08-31,20:00,Nîmes,2.2,3–0,0.9,Brest,12488.0,Stade des Costières,Thomas Léonard
890,,Sat,2019-08-31,20:00,Nantes,0.7,1–0,0.8,Montpellier,18980.0,Stade de la Beaujoire - Louis Fonteneau,Karim Abed
891,,Sun,2019-09-01,15:00,Reims,1.9,2–0,1.4,Lille,14477.0,Stade Auguste-Delaune II,Eric Wattellier
892,,Sun,2019-09-01,15:00,Rennes,0.6,1–2,1.9,Nice,26721.0,Roazhon Park,Johan Hamel
893,,Sun,2019-09-01,17:00,Strasbourg,1.1,2–2,3.1,Monaco,24556.0,Stade de la Meinau,Willy Delajod
894,,Sun,2019-09-01,21:00,Marseille,0.8,1–0,0.7,Saint-Étienne,44074.0,Orange Vélodrome,Benoît Millot
896,,Fri,2019-09-13,19:00,Lille,1.4,2–1,0.7,Angers,32834.0,Stade Pierre-Mauroy,Ruddy Buquet
897,,Fri,2019-09-13,20:45,Amiens,0.6,2–2,1.7,Lyon,12577.0,Stade de la Licorne,Benoît Bastien
898,,Sat,2019-09-14,17:30,Paris S-G,0.9,1–0,0.5,Strasbourg,47505.0,Parc des Princes,Amaury Delerue
899,,Sat,2019-09-14,20:00,Bordeaux,1.1,2–0,1.0,Metz,14352.0,Stade Matmut-Atlantique,Mikael Lesage
900,,Sat,2019-09-14,20:00,Dijon,0.9,0–0,0.5,Nîmes,11413.0,Stade Gaston Gérard,Stéphanie Frappart
901,,Sat,2019-09-14,20:00,Montpellier,1.5,2–1,1.2,Nice,12765.0,Stade de la Mosson,Olivier Thual
902,,Sat,2019-09-14,20:00,Brest,0.4,0–0,0.3,Rennes,14937.0,Stade Francis-Le Blé,Clément Turpin
903,,Sun,2019-09-15,15:00,Nantes,0.4,1–0,0.6,Reims,18897.0,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod
904,,Sun,2019-09-15,17:00,Saint-Étienne,1.4,2–2,1.7,Toulouse,24240.0,Stade Geoffroy-Guichard,Jeremy Stinat
905,,Sun,2019-09-15,21:00,Monaco,2.8,3–4,1.9,Marseille,9147.0,Stade Louis II.,Antony Gautier
907,,Fri,2019-09-20,20:45,Strasbourg,2.2,2–1,0.6,Nantes,24013.0,Stade de la Meinau,Florent Batta
908,,Sat,2019-09-21,17:30,Marseille,1.5,1–1,0.1,Montpellier,48007.0,Orange Vélodrome,Amaury Delerue
909,,Sat,2019-09-21,20:00,Metz,1.5,1–2,1.5,Amiens,15106.0,Stade Saint-Symphorien,Hakim Ben El Hadj Salem
910,,Sat,2019-09-21,20:00,Reims,1.8,0–0,0.6,Monaco,14426.0,Stade Auguste-Delaune II,Olivier Thual
911,,Sat,2019-09-21,20:00,Nîmes,1.5,1–0,0.9,Toulouse,12258.0,Stade des Costières,Karim Abed
912,,Sat,2019-09-21,20:00,Nice,1.0,2–1,1.7,Dijon,16255.0,Stade de Nice,Willy Delajod
